GeneID	GSM6290462	GSM6290463	GSM6290464	GSM6290466	GSM6290467	GSM6290468
692110	0	0	0	4	4	2
109616995	4	9	6	4	4	6
100113392	2	1	0	3	3	0
692058	3	6	3	16	21	22
107985976	15	11	10	12	16	14
659	1422	1394	1361	1650	1612	2159
150864	936	812	649	80	94	50
130026	255	190	155	57	97	108
55759	2030	2085	1815	220	302	454
79800	713	349	450	71	74	169
65065	5636	4227	3911	2762	2733	3211
57404	733	653	550	876	960	1110
10152	1978	1618	1821	1840	1543	1836
65059	29	27	23	560	493	612
940	0	0	0	0	0	0
1493	0	0	0	5	1	16
101927840	0	0	0	0	0	0
29851	0	0	0	0	2	0
105373845	0	0	0	0	0	0
117583	0	0	0	0	0	0
8828	12	10	13	874	1063	2880
105373847	0	0	0	0	0	0
54891	1213	926	787	5012	5415	5042
105373848	0	1	1	0	0	0
4719	3766	3912	4094	2669	3047	3451
100329109	96	111	62	28	35	60
1933	19507	15138	14223	6739	9202	7815
26798	11	22	9	6	3	6
619569	25	26	19	7	14	10
2825	1	0	1	1	0	0
101669764	0	0	0	0	0	0
57683	4	2	2	5	13	37
8745	18	13	8	49	92	68
200726	0	0	0	0	0	0
391475	0	0	0	0	0	0
130752	12	5	3	4	0	1
22868	1226	1460	1244	1117	1256	1425
100423002	0	0	0	0	0	0
100422993	0	0	0	0	0	0
130749	122	125	81	50	47	80
8609	1929	1087	1225	2119	2982	2951
100423036	0	0	0	0	0	1
102465835	0	0	1	0	0	1
101927865	25	13	10	82	84	51
105373853	21	7	4	35	37	43
105373852	0	0	1	2	0	0
100302130	0	0	0	0	0	0
105373851	0	0	0	0	2	1
1385	3285	3045	3111	3004	3362	4880
151194	1071	1309	1127	1214	1183	1237
102724714	7	13	5	18	13	30
151195	722	1219	928	1032	1103	1538
7855	363	570	405	433	469	517
100616361	10	25	17	15	16	30
389072	366	250	243	104	188	267
105373854	16	22	8	1	0	1
100507443	0	0	0	0	0	0
1421	0	0	0	0	0	0
1420	0	0	0	0	0	0
1419	0	0	0	0	0	0
1418	0	0	0	0	0	0
389073	0	0	0	0	0	0
3417	4789	4090	4611	287	245	357
100507475	23	14	28	8	2	3
200576	5544	4368	4941	2847	3075	3443
5746	0	0	0	0	0	0
105373855	0	0	0	0	0	0
101927960	0	0	0	0	0	0
105373857	0	0	0	0	0	0
105373856	0	0	0	0	0	0
4133	2	7	3	1	8	7
285175	157	91	88	5	5	8
6120	2835	3270	3423	1391	1477	1243
151050	1490	1144	1114	1184	1509	1827
101928020	170	97	73	41	50	69
112268429	1	0	0	1	1	3
107985977	1	2	6	5	3	6
33	1	10	0	0	5	4
4632	0	0	0	0	0	0
102724820	3	5	7	2	1	1
10314	1600	1162	1599	156	209	307
1373	57	33	42	12	9	10
29034	0	0	0	0	0	0
107985978	0	0	0	0	0	0
2066	5	0	0	4	1	1
100313771	0	0	0	0	0	0
107985979	0	0	0	0	0	0
102725079	0	0	0	0	0	0
100616267	0	0	0	0	0	0
100616472	0	0	0	0	0	0
102725082	0	1	0	0	0	0
107985980	1	1	0	0	0	0
22807	35	19	22	6	6	10
105373863	0	0	0	0	0	0
105373864	0	0	0	0	0	0
107985981	0	0	0	0	0	0
100130451	0	0	0	0	0	0
79582	23	11	22	5	7	1
100616375	0	0	0	0	0	0
101928084	0	0	0	0	0	1
402117	0	0	0	0	0	0
100885780	0	0	0	0	0	0
580	1935	1633	1668	423	426	678
101928103	56	41	56	27	22	54
109617008	0	0	1	0	1	0
26154	23	17	13	13	23	10
471	3939	4657	3935	873	1062	1142
2335	73	50	27	82	80	149
112268430	7	2	2	1	0	3
105373868	0	0	0	0	0	0
102724849	0	0	0	0	0	0
102724861	1	0	0	1	0	0
646324	26	1	1	2	3	3
105373869	5	2	3	0	0	0
105373870	0	0	0	0	0	0
55686	113	109	82	41	38	31
55825	441	350	337	42	41	40
92691	86	60	72	1	1	7
7520	17609	18312	19491	8468	9664	9984
150967	426	347	230	40	50	70
57574	0	0	0	0	0	0
107985983	0	0	0	0	0	1
107985985	8	7	6	1	3	2
107985984	0	0	0	0	0	0
50485	1051	959	985	126	142	211
100507554	60	54	51	26	25	22
6168	26304	23016	21587	15346	18920	17766
101928156	123	36	18	9	25	19
101928180	1	1	1	0	0	2
105373871	0	0	1	0	0	0
101928232	0	0	0	0	0	0
3485	880	729	850	348	377	277
3488	11	3	5	101	119	346
101928278	1	0	4	0	0	5
7141	0	0	0	0	0	0
105373876	0	0	0	0	0	0
101928327	0	0	0	0	0	0
105373874	0	0	0	0	0	0
105373873	3	2	7	1	0	5
105373872	0	0	0	0	0	0
105373877	7	1	1	3	2	13
729582	25	7	9	49	51	183
7145	1648	1794	1635	1208	1200	2417
109623482	1	0	0	0	0	0
102465485	0	0	0	0	0	0
105373878	9	8	12	4	7	6
285180	1384	960	779	340	344	414
3580	98	96	71	8	15	22
3579	853	867	900	176	108	55
3577	9	9	6	0	0	1
101928487	62	36	43	263	280	289
10109	16933	15914	15148	14385	16086	16568
100189253	2	5	1	7	1	1
151306	22	20	9	9	8	21
14	3114	3226	3027	2271	2613	2613
25953	861	763	646	4386	4384	4599
64114	1982	1432	1188	3215	3337	3349
102465256	17	15	14	28	33	29
105373881	0	0	0	0	0	1
105373880	3	4	3	0	0	0
103689911	0	2	2	5	5	13
102466197	1	0	0	12	4	6
375307	26	22	23	3	3	11
101928513	29	14	17	3	3	9
6556	788	306	234	122	129	161
58190	6817	4412	4582	2703	2965	2571
407017	0	0	1	4	1	0
7429	360	387	356	142	152	295
57695	1055	1104	1278	638	795	1213
9125	3400	3537	3352	3525	3544	3902
84812	181	125	104	43	65	85
7701	1675	1772	1469	1334	1429	1547
617	1886	2201	1570	466	536	645
64320	737	639	562	794	840	796
27148	1508	1158	1184	545	618	672
9654	1081	1265	1046	1094	1189	1567
1593	328	185	148	73	124	221
107985986	8	0	0	2	7	16
53632	10	7	2	7	10	26
103504730	0	0	0	0	0	0
7475	237	253	193	3	9	15
80326	26	21	18	26	19	23
107984111	2	2	0	1	0	4
105373882	0	0	1	0	0	0
101928537	3	3	3	0	0	0
8941	1	0	1	0	0	1
151300	0	0	0	1	0	1
54738	62	22	21	1	4	7
1412	0	3	0	4	0	3
494324	0	0	0	0	0	0
100129175	0	0	0	0	0	0
255101	0	1	1	2	0	0
107985987	0	0	0	0	0	0
3549	4	3	0	2	0	0
100422957	0	0	0	0	0	0
79840	428	452	400	89	96	144
151295	157	117	78	13	20	18
27013	3052	2869	2139	527	744	884
79137	4301	4220	4051	723	807	901
130617	1148	975	878	789	828	748
10058	392	264	204	123	161	185
79065	3641	3334	2476	2102	2878	2517
55139	3140	2262	2047	460	723	636
79411	187	142	157	57	38	60
8576	1294	1138	1121	566	636	736
7277	1414	2354	1550	115	88	167
80086	13	24	12	2	1	5
3300	747	606	467	1786	1696	1736
5798	0	0	0	0	0	4
406944	1	0	0	0	0	0
389075	0	0	0	0	0	0
107985835	0	1	0	0	1	0
105373883	6	10	4	7	5	8
23549	1750	1836	1434	939	977	1131
105373884	0	3	7	0	0	0
1674	41	15	9	3	7	3
10290	13	5	1	2	4	10
105373885	0	0	0	0	0	0
100996693	6	4	4	2	0	1
29926	1333	1188	1236	378	561	605
55515	13	3	2	7	16	18
79586	932	778	590	315	363	397
130612	203	111	90	53	51	67
100423039	2	0	0	0	1	0
23363	3724	2511	2249	241	318	463
3623	49	34	19	3	4	7
114790	2085	1718	1676	1569	1545	1843
6508	173	128	73	34	53	53
105373886	0	0	0	0	0	0
105373887	0	0	0	0	0	0
105373888	0	0	0	0	0	0
105373889	0	0	0	0	0	0
105373890	0	0	0	0	0	0
100422959	0	0	0	0	0	0
105373891	0	0	0	0	0	0
105373893	0	0	0	0	0	0
105373894	0	0	0	0	0	0
105373895	0	0	0	0	0	0
105373896	0	0	0	0	0	0
107985989	1	0	0	0	0	0
107985988	0	0	1	0	0	0
107985990	0	0	0	0	0	0
2043	0	0	0	0	0	0
105373897	0	0	0	0	0	0
105373899	0	0	0	0	0	0
105373898	0	0	0	0	0	0
105373900	0	0	0	0	0	0
5077	0	0	0	1	2	1
107985991	0	0	0	0	0	0
151278	0	0	0	0	0	0
440934	27	9	6	2644	3041	2814
130367	107	76	35	3949	4107	3496
10056	2709	3400	2842	1400	1701	1810
105373902	19	6	9	8	8	13
116255	1	1	0	1	1	0
105373903	0	0	0	5	1	1
2181	4848	3538	4633	5043	5941	5962
105373904	7	3	1	13	19	21
23704	1	0	1	0	0	3
105373905	0	0	0	0	0	0
105373906	0	0	0	0	0	0
105373907	0	0	1	0	0	0
7857	177	133	130	53	85	76
130340	4383	2994	3506	2358	2018	2055
57590	9171	6543	7688	5017	3968	4281
65080	3568	2523	2846	1553	1666	1413
5270	487	156	178	77830	68249	81433
105373908	0	0	0	0	0	0
79843	74	75	78	4	1	8
8452	2992	3105	3044	3216	3955	3306
105373909	0	0	0	0	0	0
105373910	1	0	5	1	0	0
105373911	0	0	0	0	0	0
55619	3175	3601	3001	3732	4160	4932
100616207	0	0	0	0	0	0
57624	13	3	4	24	14	32
105373914	0	0	0	2	3	2
107985992	0	0	0	0	0	0
646736	0	0	0	0	0	0
105373915	0	0	0	0	1	0
100847053	0	0	0	0	0	0
3667	167	175	138	3896	2779	2448
84236	1997	1098	1499	976	1136	1299
1286	79	42	30	17	14	20
1285	14	4	5	3	1	5
654841	33	31	35	5	1	4
56947	1971	1852	1516	866	1154	1065
79853	1	0	0	2	0	1
100847081	1	1	0	0	2	1
3267	2616	2347	2186	5271	5706	6477
56918	0	0	0	0	0	0
729968	0	0	0	0	0	2
80704	0	0	0	0	0	1
6364	12	10	1	50478	36246	40652
164781	0	0	0	0	2	1
105373918	0	0	0	0	0	0
80309	1	0	0	0	0	0
107985993	0	0	0	0	0	0
101928765	0	0	0	0	0	0
105373921	0	0	0	0	0	0
105373920	0	0	0	0	0	0
105373919	0	0	0	0	0	0
55022	14	11	10	70	60	381
92737	0	1	1	28	19	31
107985994	0	0	0	3	4	3
105373923	0	0	0	0	0	0
9320	11104	9944	11193	16897	18284	19535
130888	103	60	81	19	34	58
105373924	0	0	0	0	0	0
107985996	0	1	1	1	0	0
151473	51	55	51	4	4	3
107985995	0	0	0	0	0	0
107985997	3	7	5	0	0	2
3431	2296	1146	1139	4654	3376	7648
11262	91	69	64	85	65	130
93349	1201	782	830	1172	807	1407
105373925	84	71	71	119	101	155
6672	2859	1857	1932	3162	2756	4947
101928816	11	7	2	10	15	20
112268431	1	0	6	2	0	0
151475	42	23	33	0	8	9
51719	5022	4466	4495	8590	10139	12246
81618	8953	5998	5624	3003	3541	3425
151484	0	0	0	0	0	0
9290	175	161	154	10	8	39
348761	6	14	4	0	0	0
130560	0	0	0	0	0	0
257407	34	28	28	22	13	23
112268432	9	8	7	4	11	1
5707	3632	4853	4577	2600	3403	4181
3357	13	12	6	32	22	31
80210	251	173	162	297	248	770
100616317	0	0	0	0	0	0
93010	3025	3529	2912	648	578	552
4691	36827	43785	41863	24462	30504	26159
654321	17	17	9	12	25	24
6082	12	22	12	9	15	14
25826	3	2	0	3	1	4
107985998	36	28	29	7	9	29
151477	21	10	8	1	1	1
10316	119	54	63	0	9	4
105376787	0	0	3	0	1	0
165100	3	0	0	0	2	2
105373928	4	0	0	1	5	3
5757	78046	60452	70324	37711	36609	36913
100302285	5930	4586	4527	2484	2063	2401
5147	746	692	597	589	799	624
64708	2462	2205	1943	896	991	1108
100302126	0	0	0	0	0	0
4880	3	1	0	8	10	5
129563	1046	1046	1102	673	945	1039
693147	0	0	0	0	0	0
250	0	0	1	0	0	0
347694	0	0	0	0	0	0
251	0	0	0	0	0	0
107985999	0	0	0	0	0	0
248	0	0	0	0	0	0
9427	269	187	154	83	47	120
646960	3	0	0	0	0	0
1144	5	0	1	0	0	3
1146	18	16	22	2	2	2
200765	436	366	289	62	81	93
100847037	5	6	12	2	1	3
9470	3767	3518	3104	1790	2243	2369
105373929	0	0	0	3	1	3
80303	104	85	58	7	5	8
26058	4187	3786	3995	5685	7701	6195
3769	6	3	5	18	20	24
389084	136	80	57	38	60	82
25791	289	84	82	93	112	204
101928881	0	0	0	0	0	0
4759	0	0	0	0	0	0
3635	12572	8355	10439	961	1118	1675
55054	1317	1286	1078	1055	1162	1100
677775	1	1	0	1	7	4
677772	6	1	9	10	14	2
6295	0	0	0	0	0	0
8527	5335	3733	3918	2042	2597	2123
55230	2482	1501	1818	1791	2049	2536
54576	0	0	0	0	0	0
54575	0	0	0	0	0	0
54600	0	0	0	0	0	0
54577	0	0	0	0	0	0
54578	0	0	0	0	0	0
54579	0	0	0	0	0	0
54657	0	0	0	0	0	0
54659	0	0	0	0	0	0
414061	0	0	0	0	0	0
100286922	0	0	0	0	0	0
54658	0	0	0	0	0	0
339766	4	2	0	1	0	2
55355	3138	2676	2881	290	259	500
151507	837	592	688	99	157	156
79054	52	11	5	10	15	11
6694	0	0	0	0	0	0
105373932	0	0	0	0	0	0
105373933	1	0	0	0	0	1
105373934	0	0	0	0	0	0
10123	217	125	229	74	127	527
105373936	0	0	0	0	0	0
106144537	0	0	0	0	0	0
101927896	0	0	0	0	0	0
105373937	0	0	0	0	0	0
105373938	0	0	0	0	0	0
23677	18	24	16	6	5	3
105373939	0	0	0	0	0	0
105373940	0	0	0	0	0	0
105373941	0	0	0	0	0	0
116987	703	661	673	95	70	191
100506749	0	0	0	0	1	0
27321	2	0	0	0	0	0
105373943	19	13	7	9	11	9
107986000	0	0	0	0	0	0
105373942	3	2	4	0	1	2
105373944	1	0	0	0	0	0
2637	2	15	1	2	0	5
401036	0	0	0	1	0	0
79781	0	0	1	0	0	0
105373945	3	0	0	0	0	0
57007	40	23	14	206	304	855
105373991	2	0	0	0	5	3
107986001	0	0	0	0	0	0
105373946	0	0	0	0	0	0
105373947	0	0	0	0	0	0
105373948	0	3	2	0	0	0
105373949	0	0	0	0	0	0
107986002	0	0	0	0	0	0
105373951	0	0	0	0	0	0
93463	1	0	0	0	0	0
105373950	24	11	6	0	0	1
10920	1420	1439	1376	1041	1338	1387
105373952	3	1	2	0	1	4
105373953	4	0	1	1	1	3
105373954	0	0	0	2	0	1
1293	16	22	11	4	1	2
105373957	0	0	0	0	0	0
79083	316	235	204	6	7	18
102465486	0	1	0	0	0	0
51052	0	0	0	0	0	0
64284	137	99	60	10	19	25
105373958	16	13	10	0	1	5
9208	8927	8268	8547	5885	6806	8230
375316	16	13	10	7	3	9
10267	15	12	3	6	4	3
105373960	17	4	12	0	0	0
100533179	894	1006	846	505	626	487
140739	726	636	506	717	902	730
51540	576	744	612	241	316	240
339768	3	0	2	1	0	1
377007	273	243	168	4	1	8
151176	1120	747	698	551	529	624
80895	1616	1564	1406	1784	1834	1852
151174	270	318	223	39	60	43
643387	254	261	239	217	209	174
55502	787	800	526	165	225	170
8864	1677	1399	1285	2036	2221	2942
112268433	1	0	0	0	0	1
105373961	0	0	0	0	0	0
26146	483	441	466	129	157	269
51665	1465	1349	1153	1198	1181	1506
107986003	517	457	299	185	195	309
151171	2	1	0	1	0	0
112268434	4	2	1	0	2	0
105373963	0	0	0	0	0	0
105373962	0	1	0	0	2	0
100287387	9	13	10	4	7	3
117581	96	94	43	11	20	19
401039	0	0	0	0	0	0
9759	2640	2497	2395	235	510	594
100616397	1	2	0	0	0	0
100616493	5	0	3	0	0	0
85009	13	5	7	1	2	1
100423043	1	0	0	0	0	1
100616360	1	0	1	0	11	0
101928111	25	21	18	5	1	4
401040	7	8	8	0	0	0
105373966	0	0	0	0	0	0
150935	0	0	0	0	0	0
4705	3366	3333	2935	2415	3130	3181
100616417	1	4	0	0	1	0
389090	0	0	0	1	0	1
150681	0	0	0	0	0	0
150678	624	864	650	618	774	717
150677	0	0	0	0	0	0
107985836	0	0	0	0	0	0
105373968	3	0	0	9	11	9
102723825	0	0	0	0	0	0
2817	664	689	583	450	380	615
100130449	3	0	2	3	0	2
406941	0	0	0	0	0	0
51281	1408	918	761	141	184	245
285193	388	231	243	100	127	207
57140	5825	4410	4250	504	713	705
101752400	133	106	77	9	15	37
11132	1466	1234	1070	221	299	392
2859	281	152	113	126	126	459
653437	0	0	0	0	0	0
285191	0	0	0	0	0	0
375318	0	0	0	0	0	0
547	13	1	10	4	0	6
189	17	4	1	4	3	8
79919	0	0	0	0	0	0
728763	0	0	0	0	0	0
112268440	0	0	0	0	0	0
200772	0	0	0	0	0	0
25992	572	401	334	222	326	393
107985787	2	3	5	0	4	0
105373970	8	0	0	3	2	2
130916	1313	1232	1022	689	978	979
23178	1934	1963	1975	245	292	513
5510	2335	2199	2334	1419	1723	1453
105373971	2	0	1	0	0	0
50636	343	310	328	202	244	215
105376810	14	19	11	4	8	3
3069	17522	15836	16689	13247	14683	14160
101927509	208	211	257	227	290	259
4735	15211	12915	12407	9008	10565	11701
9855	304	337	355	281	298	390
105373973	0	1	0	0	0	0
100422942	0	0	1	0	0	0
10494	4067	3746	3208	1163	1274	1738
107985788	0	2	0	0	0	0
100379249	1	2	0	0	0	1
105373974	0	0	0	0	0	0
666	180	123	118	76	82	89
105373975	17	4	10	6	8	10
51078	1427	1548	1166	467	392	484
23192	3407	2869	2481	2224	2500	2961
1841	2177	2502	2210	855	1094	951
84289	2190	1952	1624	547	717	1004
728294	2387	1615	1417	498	512	854
105373976	69	53	30	3	3	29
64090	3	4	0	9	9	39
129807	11	2	4	87	53	251
107986004	1	0	0	6	5	15
5133	8	3	1	26	26	113
105373977	14	4	3	22	14	120
285093	0	0	0	1	1	10
105373978	0	0	0	0	0	0
101927289	67	58	60	9	5	17
285095	2	1	4	0	1	0
102723927	104	42	67	32	22	31
285097	11	1	4	0	0	0
105373980	0	0	0	0	0	0
105373979	0	0	0	0	0	0
728323	69	39	58	43	86	92
102723448	0	0	0	0	0	0
105376921	0	0	0	0	0	0
107986040	0	0	0	0	0	0
107986057	0	0	0	0	0	0
101927174	0	0	0	0	0	0
10752	0	0	0	0	0	0
101927193	0	0	0	0	0	0
105376922	0	0	0	0	0	0
101927215	63	34	34	12	8	14
107986058	317	129	99	6	27	28
107986059	0	0	0	0	0	0
27255	0	0	0	0	2	0
105376924	0	0	0	0	0	0
105376923	0	0	0	0	0	0
152330	1915	944	1371	440	544	498
100873976	4	0	2	0	0	2
105376926	1	0	1	0	0	0
100873975	154	72	95	27	54	40
3568	1	0	0	3	0	0
51095	1395	1320	1263	1289	1411	1466
51185	926	709	745	1085	1454	1289
100130207	8	9	12	16	19	11
57633	3	7	5	7	19	14
107986007	7	3	2	6	7	15
102723512	3	1	0	1	2	1
285362	544	559	510	145	180	223
6419	597	640	571	340	419	453
107986008	15	4	6	1	5	1
100996539	86	37	35	0	1	5
3708	6527	5806	6316	1361	2060	2454
105376933	3	0	0	0	0	0
100126791	4	9	15	41	40	43
100507582	27	10	18	125	86	159
8553	1049	706	689	9212	7392	12589
105376934	4	0	1	2	3	8
55207	8337	6307	6480	23650	26814	28131
9695	25181	14542	19443	28393	28220	34562
100616334	0	0	0	0	0	0
105376936	0	0	0	0	0	0
105376939	0	0	0	0	0	0
105376938	0	0	0	0	0	0
105376940	0	1	0	0	0	1
105376941	0	0	0	0	0	0
102723596	0	0	0	0	0	0
105376942	0	0	0	0	0	0
101927347	0	0	0	0	0	0
105376944	0	0	0	0	0	0
105376943	0	0	0	0	0	0
105376945	0	0	0	0	0	0
2917	0	0	0	0	0	0
105376946	0	0	0	0	0	0
100873937	0	0	0	0	0	0
101927394	0	0	0	0	0	0
100288428	1	0	2	0	1	0
107986010	0	0	0	0	0	0
29995	5	4	5	2	2	1
29931	0	0	0	0	0	0
107986009	0	0	0	0	0	0
51066	2	4	0	5	4	7
859	0	0	1	0	0	0
5021	39	44	22	407	497	277
107986061	2	0	0	0	0	2
107984112	17	17	8	2	3	1
56852	1102	1215	1170	902	863	1013
9901	334	280	314	158	127	140
101927416	0	0	0	1	0	0
100288831	0	0	0	0	0	0
101927440	1	4	1	0	0	0
25917	1592	1786	1514	931	1073	1208
440944	958	714	585	1029	991	1285
55209	6203	5097	4726	14058	15352	15664
375323	4	3	0	1	3	1
105376949	0	0	0	0	0	0
64419	3731	2812	2890	7375	9410	9154
151835	38	13	8	6	8	9
7862	3013	2680	2709	2578	3062	2707
4968	1239	1164	1182	190	240	223
8536	2195	2523	1955	619	747	690
10474	5825	4994	5174	1055	1255	1452
10093	10969	10994	9781	7700	9019	8563
100526693	3591	3258	3116	2963	3580	3859
26140	1624	1097	833	1354	1583	1998
285367	1420	1393	1312	164	198	226
63924	27	26	8	19	20	27
84522	1712	1550	1280	1192	1388	1577
132014	207	149	161	33	34	42
84818	176	135	107	23	20	29
78987	891	904	682	605	908	839
285368	88	76	62	76	95	140
100874032	11	16	6	13	13	13
55831	1798	1792	1611	2267	2596	3028
442075	946	762	584	182	207	329
152302	327	301	261	981	921	1287
2177	7138	4733	5041	2086	2048	2961
115795	269	178	175	75	68	108
55845	4597	3782	3381	2547	2685	2992
7428	4905	3872	3637	4475	4706	6120
3656	163	72	78	25850	27897	34604
9797	3097	3386	2992	2811	3451	3651
113219470	143	139	87	89	95	111
100126793	227	207	136	97	114	144
84657	80	66	36	13	17	43
51738	190	106	113	120	107	116
6396	2745	3083	2826	1976	2292	2253
491	15	18	12	4	9	3
100422933	0	0	0	0	0	0
100126334	0	0	0	0	0	0
100874325	0	0	0	0	0	0
285370	0	0	0	0	0	0
6538	119	171	179	11	7	6
105376950	0	2	0	0	0	0
6529	0	0	0	0	0	0
100874090	0	0	0	0	0	0
101927467	0	0	0	0	0	3
3269	193	259	180	2972	2996	4506
105376951	0	0	0	2	0	1
102723663	290	359	262	669	842	1383
10533	2414	2008	2014	4003	4207	6894
9686	1404	1305	1420	884	946	977
105376952	35	17	9	16	39	51
132001	214	259	178	88	102	159
6854	116	109	89	41	47	44
7079	1	0	0	9	6	5
5468	725	538	356	624	409	455
80746	636	628	526	71	66	94
100129480	74	60	28	7	5	8
23609	1462	1379	1247	1470	1608	1480
5894	6200	5990	5695	7184	8211	8209
55287	0	0	0	1	0	0
23066	688	634	582	38	36	43
6161	32534	25810	23070	13710	15828	15736
619563	53	40	33	41	54	41
105376956	0	1	3	1	0	0
105376955	0	2	3	0	0	0
9922	1984	1450	1118	135	186	552
112267878	10	6	8	4	0	2
23225	20455	19478	19683	4852	5910	5296
100874101	1	3	2	1	1	2
79885	142	177	138	38	90	72
2199	7	7	7	3	3	2
106635526	0	0	0	0	0	0
100293612	0	0	0	0	0	0
285375	0	0	1	2	0	0
7476	0	0	0	0	0	0
105376957	2	0	3	0	0	4
100132526	2	1	0	1	0	0
348825	2	1	2	0	3	1
112268445	4	0	1	0	0	0
131474	643	809	697	159	246	276
79188	3605	3220	2678	3513	3843	4799
7508	1694	1359	1244	563	761	955
107986063	43	34	21	14	25	32
27258	1569	1716	1564	846	1116	1030
105376958	8	7	2	3	2	3
101927565	0	0	2	0	0	0
105376959	15	6	9	2	1	3
6533	1328	913	710	922	902	3106
80852	809	545	379	465	472	1629
105376960	0	0	0	0	0	0
51244	1193	825	951	1969	2464	2289
84077	45	33	29	59	102	143
152274	0	1	0	0	0	0
152273	11	2	1	3	2	5
105376963	2	0	3	0	1	0
100505641	6531	4950	5559	2318	2654	3489
7182	2993	2591	2443	2379	3169	3195
64432	5130	5323	3927	2196	2736	3373
64145	1096	967	1018	1044	1193	1353
344875	0	0	0	0	1	0
23473	1318	1272	1216	1750	2142	2030
100505696	818	525	417	410	629	895
9467	655	437	422	358	472	827
131965	642	557	527	605	738	792
85403	1299	1255	1177	5447	6529	5632
8292	64	58	45	13	39	33
100422868	0	0	0	0	0	0
105376964	0	0	0	0	0	0
26061	847	628	619	430	607	510
686	538	336	488	385	596	633
23243	3325	1371	1983	10892	13335	15525
100422990	0	0	0	0	0	1
101927647	0	2	0	1	4	1
693148	0	1	0	0	0	0
107986064	5	4	7	3	0	1
117248	2	0	0	1	3	0
285381	958	929	794	1191	1264	1344
92106	831	874	800	3083	3661	3143
107986065	8	3	4	178	125	144
23180	692	641	509	11253	11914	10663
100996597	0	0	0	0	0	0
1618	0	0	0	1	0	0
105377641	0	0	0	0	0	0
23228	546	475	494	487	590	500
105376972	4	8	4	9	11	8
100500913	0	0	0	1	0	0
9779	4168	3607	4572	1274	1563	1669
105376975	1	1	1	0	0	0
339862	117	50	116	86	71	49
6304	18899	11986	15500	4290	4777	4587
101927777	1022	647	646	295	346	313
105376976	3	2	2	0	2	1
105376978	0	0	0	0	0	0
107986066	0	0	0	0	0	0
105376981	0	1	0	0	0	0
131096	28	8	7	1272	958	1128
100616291	0	0	0	0	0	0
105376982	55	41	42	40	41	43
105376984	0	0	0	0	0	0
151651	59	56	60	187	209	250
5868	1438	1134	1137	4275	4428	4570
151649	101	67	88	284	277	350
8850	1357	1126	1168	942	1034	918
100422901	0	0	0	0	0	0
151648	725	560	770	483	527	580
100874028	128	106	141	110	129	119
107986067	3	3	2	3	6	5
101927829	0	0	0	1	0	1
107986068	1	0	0	1	0	0
105376987	0	0	0	1	0	0
105376988	0	0	0	0	0	0
391518	0	0	0	0	0	0
79750	91	64	55	20	45	82
100874216	150	145	158	76	102	99
100874221	0	0	0	0	0	0
100505877	2	0	0	49	42	64
7325	1192	963	909	5537	6482	6416
105376991	11	1	1	85	52	46
107986069	39	23	6	97	146	160
105376993	9	5	4	15	27	35
100874092	7	1	4	27	30	16
7324	2758	2315	2148	10366	10423	10916
28512	1604	1370	1165	5438	5016	5682
6138	43805	32205	31659	16840	20598	19302
9975	693	401	450	3355	3338	1856
152024	0	0	0	0	0	0
7068	2	0	2	0	7	7
101927854	0	1	0	0	3	4
644990	0	0	0	0	0	0
107986011	0	0	0	0	0	0
107986070	0	0	0	0	0	0
5915	18	23	10	8	3	12
105376998	0	0	0	0	0	0
105376997	0	0	0	0	0	0
7155	13435	10506	13090	7739	8521	7476
100616477	30	39	68	44	39	30
55768	1826	1781	1738	786	869	793
54995	519	504	404	54	86	141
105377000	0	0	0	0	0	0
285326	0	0	0	0	0	0
105377001	0	0	0	0	0	0
105377002	0	0	0	0	0	0
105377003	0	2	0	0	0	0
116135	638	337	358	49	32	47
152110	11	23	7	11	26	21
105377004	0	0	0	0	0	0
9497	947	946	1007	977	1076	1274
105377005	0	0	0	0	0	0
107986071	4	1	1	0	0	0
105377006	11	6	4	4	4	4
8320	58	43	29	435	623	344
105377007	0	0	0	0	0	0
100996624	0	0	0	0	0	0
107986041	0	0	0	0	0	0
105377008	3	1	1	1	0	0
152100	1457	1239	1311	1261	1515	1384
64343	1244	913	1179	2020	2002	2215
152098	265	152	185	232	322	333
107986012	1	0	1	0	0	2
645206	16	10	2	15	27	21
105377009	0	0	0	0	0	0
100873979	0	0	0	0	0	0
27303	29	18	15	27	29	23
107986013	0	0	0	0	0	0
100873977	0	0	0	1	0	0
101927995	0	0	0	0	0	0
105377013	0	0	0	0	0	0
101928015	0	0	0	0	0	0
105377015	5	3	3	5	0	5
7048	1408	1002	1211	3371	4134	4614
105377016	3	1	1	12	8	11
339896	0	0	0	0	0	0
105377017	0	0	0	0	0	0
100423038	0	0	0	0	0	0
105377018	0	0	0	0	0	0
105377019	0	0	0	0	0	0
201595	7461	7277	7372	5908	6417	6065
114884	28	24	28	11	13	10
100874206	1	0	0	1	0	0
344787	2	2	1	1	5	2
23171	946	1101	967	128	166	112
152189	34	14	24	5	10	7
112616	1264	1313	1003	290	336	356
54918	5960	4658	4915	8202	9018	11238
102465247	0	0	0	0	0	0
51143	1411	1261	1320	1645	2050	1856
25904	2508	1955	1974	954	1098	1182
105377021	1	1	0	0	0	0
131405	22	21	14	2	5	1
1233	0	0	0	3	0	9
105377022	10	1	1	0	0	2
107986072	1	10	1	0	0	0
2720	3248	2611	2877	875	1106	1227
107986073	39	22	12	7	15	13
