GeneID	GSM6290462	GSM6290463	GSM6290464	GSM6290465	GSM6290466	GSM6290467	GSM6290468	GSM6290469	GSM6290470	GSM6290471	GSM6290472	GSM6290473	GSM6290474	GSM6290475	GSM6290476	GSM6290477
406925	9	3	0	0	3	1	1	1	5	4	1	2	3	1	3	0
25981	1949	1004	909	1596	1287	1601	2110	2100	1456	1987	1293	1354	1102	2153	1287	1182
8314	6042	6187	5622	4384	3896	4775	4312	3994	3731	4400	4941	5783	4481	3620	3147	3225
51533	627	593	678	624	37	61	95	61	35	59	86	92	95	115	48	45
56920	278	357	277	277	122	179	99	31	93	69	26	6	33	25	37	29
105377091	2	1	2	1	0	0	1	0	2	0	0	0	0	0	0	0
7134	1	5	0	4	0	0	0	0	0	0	0	0	0	0	1	0
11188	6196	4999	4181	4857	2038	2197	2583	2798	2347	2864	3497	3444	3285	3046	2185	1762
23166	72	72	68	32	17	15	11	10	19	17	55	52	44	19	21	11
64943	1382	1978	1508	796	298	308	371	276	358	449	1238	1195	1138	444	367	369
440957	199	194	150	165	86	87	79	76	70	66	106	77	105	66	53	47
55193	2391	2031	2751	2803	2021	2255	2768	1875	2466	2616	3646	2871	3208	2288	2115	2086
26354	4463	5687	4459	4102	1664	1844	2333	1538	2037	2795	4856	5133	5065	2843	2474	2472
106633805	4	5	7	0	4	9	2	2	2	6	9	2	6	2	1	3
692089	17	22	17	19	20	15	21	12	4	22	20	25	26	10	12	15
100113381	44	44	32	46	17	19	33	6	16	22	34	31	43	27	21	14
109616991	34	28	26	23	13	13	12	9	9	9	22	14	15	9	11	9
692109	9	18	17	16	11	8	12	7	3	17	17	13	12	12	12	14
55830	1392	1347	1225	1054	158	205	355	196	265	399	891	832	828	451	420	374
28972	3046	3283	2949	2272	1934	2281	2152	1568	2135	2109	1712	1814	1771	1355	1472	1586
6787	1293	1223	1283	1164	730	793	917	474	917	975	914	930	929	739	857	808
3697	2	3	2	1	1	0	1	4	0	2	3	1	0	1	1	1
3699	9	5	0	7	0	5	16	31	11	10	18	9	7	40	4	8
3700	399	196	149	418	99	98	296	818	129	323	542	356	329	1228	188	296
100873993	28	11	11	19	6	5	19	51	11	15	35	21	30	79	13	19
100526772	144	147	137	191	72	71	145	355	103	146	352	193	212	544	126	155
389125	41	19	13	31	4	6	20	70	5	20	50	25	37	137	27	19
375346	1205	1161	976	1493	386	414	903	2031	533	916	2490	1483	1504	3572	758	1060
102465866	2	1	0	0	1	0	1	2	0	0	3	0	0	0	0	0
51460	1773	1536	1484	1600	1089	1024	1273	1107	1015	1276	1921	1619	1709	1528	1160	961
91869	2104	2196	1999	1785	1004	1226	1423	1105	1457	1551	1598	1823	1669	1437	1399	1318
5580	11078	10321	10175	7427	15806	15462	17689	17858	14947	20894	19245	21083	18017	18238	16261	16197
7086	17654	14534	12988	13470	3626	4866	6021	7050	5377	6761	13413	13764	13653	10217	5118	5510
107986087	63	62	53	72	59	123	102	92	95	88	69	56	57	84	77	48
55802	1749	1385	1488	2206	7656	8230	10082	11025	8360	9432	4377	3547	3448	9133	6139	7089
109617024	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105377094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
776	37	25	21	39	11	10	8	22	14	17	18	24	20	26	12	12
55349	108	95	72	47	8	3	12	7	7	12	8	8	12	10	5	6
55540	114	131	81	119	74	82	83	62	75	90	67	67	81	73	76	82
93973	1264	1283	1165	1241	1030	1152	1421	1001	1519	1621	1314	1224	1268	1181	1168	1187
58515	858	788	749	759	1564	1673	1676	1428	1384	1540	1040	1018	950	950	968	1106
105377095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55799	601	601	452	142	42	57	55	13	35	43	11	13	21	9	32	21
107986088	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0
790952	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0
100874237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7474	0	1	0	0	6	7	16	5	13	25	75	41	69	25	16	12
26059	0	0	0	0	1	2	1	0	2	1	4	1	2	0	2	1
105377100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285331	765	637	586	627	233	268	280	273	289	332	356	311	399	360	306	302
23272	6330	5167	5604	6544	4564	5260	5828	4647	5865	5470	6093	4781	5779	5006	4442	3813
50650	442	220	338	587	178	254	267	263	344	340	201	143	196	226	180	239
100874200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353324	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	0
54756	34	11	21	65	2	1	16	39	11	29	42	14	32	89	16	32
105377101	4	1	0	2	0	0	0	1	1	0	2	0	1	5	0	0
8820	258	111	120	208	135	89	227	1091	195	326	561	221	299	1377	234	447
26060	3856	3280	3522	4036	1138	1227	1116	1185	1194	1176	2558	1847	2604	1858	910	908
142686	201	158	203	319	74	95	88	101	84	64	186	98	195	122	71	60
105377102	124	116	143	188	44	55	56	61	57	46	117	78	131	80	46	36
201625	27	15	12	48	9	22	36	28	27	24	22	13	19	39	9	23
201626	1512	1596	1488	1456	2363	2484	2791	1799	2461	2536	1689	1576	1620	1590	2126	1952
378	3976	3842	3235	3198	7829	8825	7587	7983	7819	7526	5009	4568	4823	5779	4751	5235
106144532	24	13	19	23	17	36	14	12	20	23	14	4	7	7	10	10
201627	1768	1259	1235	1760	416	469	741	529	579	760	1339	1074	1290	858	690	649
101929159	1	6	0	2	0	1	0	0	1	2	0	1	1	0	0	1
7871	1587	1563	1729	1886	2201	2303	2348	2124	2422	2259	1792	1541	1625	2032	1672	1525
105377103	4	8	6	8	12	21	13	2	14	12	3	0	7	5	4	4
105377104	43	22	22	40	3	3	3	5	2	13	10	4	9	14	4	9
2317	5743	4656	4894	6755	815	1131	1421	910	1029	1101	2251	1912	2349	1322	887	807
105377105	376	298	232	307	39	40	53	35	59	54	113	91	123	48	40	31
105377650	33	11	10	25	0	4	1	3	0	2	4	0	2	0	0	0
1776	0	0	0	0	0	3	2	2	0	1	29	7	37	3	1	4
107986091	0	0	0	0	0	0	0	1	0	2	2	7	5	0	0	0
57406	255	327	231	216	51	68	172	140	108	246	727	716	664	267	176	170
11102	949	1099	950	893	791	1007	1053	638	874	1041	1259	1379	1334	739	789	824
109703458	536	632	584	550	612	772	744	462	651	720	779	836	820	510	553	585
54899	9140	6646	7852	9711	1473	1968	1955	1833	1563	1849	4103	3400	3772	2593	1465	1359
105377106	29	29	24	24	19	12	15	30	14	13	16	11	12	21	10	13
5162	2350	2019	2036	2099	581	682	647	563	784	803	936	1031	1127	703	609	649
107986092	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
200845	167	149	149	175	129	128	101	60	100	106	182	187	200	77	85	75
8309	11	9	6	14	1	0	3	0	7	3	17	15	13	2	5	6
107984079	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11170	2	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0
105377108	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
131177	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377109	0	0	1	0	2	1	1	0	0	0	0	3	0	0	0	0
200844	19	11	7	8	1	3	4	1	5	3	11	3	2	5	1	3
101929238	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105377110	0	0	0	0	0	2	2	4	11	1	6	10	4	8	1	7
339902	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2272	27	31	40	49	14	40	40	43	37	18	20	19	15	29	14	12
105377113	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
105377112	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
107986015	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
103504735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105377114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377115	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
5793	646	554	613	679	543	733	1052	563	889	1053	1074	1252	1102	636	933	845
107986016	0	2	0	0	5	5	9	4	1	3	0	1	0	0	1	2
105377116	33	23	12	23	2	8	0	7	2	8	7	3	5	4	0	2
100506994	118	100	115	88	47	57	58	41	44	74	68	50	58	53	56	58
57415	376	332	362	280	313	372	456	352	374	456	443	355	386	339	321	339
55079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132203	0	1	1	0	2	0	0	2	0	0	0	0	0	0	1	0
105377119	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
100130345	10	8	9	6	1	2	2	3	0	1	8	8	1	3	1	0
132200	7	9	11	5	1	5	8	5	3	5	6	2	7	10	3	6
80145	1831	1791	1592	1522	809	1001	716	585	788	671	873	794	898	682	455	504
100874039	1	3	0	2	1	4	1	0	3	0	5	3	0	1	0	0
6314	1537	1103	1130	1782	2387	2435	2213	2521	2323	2266	1652	1213	1350	2475	1642	1614
100861563	16	8	4	1	1	6	3	9	9	6	12	3	4	6	0	4
100507062	54	64	44	103	48	60	57	48	33	43	86	61	60	46	41	32
9861	2022	2164	2079	1720	2337	3004	2617	1781	2327	2609	2470	2384	2327	1818	1854	1784
105377121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100652759	4	1	1	13	10	18	11	10	6	4	6	1	6	9	6	8
100287879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166336	16	3	7	34	42	37	41	38	39	26	26	14	20	29	18	28
100874242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56999	8	25	13	17	11	0	10	10	16	3	10	8	2	5	7	6
101929335	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	1
100507098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9223	2	0	0	3	4	2	3	1	0	1	0	0	1	1	0	0
107986018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100873983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115286	826	696	758	665	1021	1265	1252	844	1101	1303	581	633	672	780	840	915
107986095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26018	1728	1577	1913	1517	3024	3327	4233	2482	3169	4075	2120	2370	2326	2628	2740	2884
105377141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84541	266	359	328	182	1019	846	879	366	726	821	541	433	421	334	596	525
100422941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112267879	0	10	4	2	3	1	5	2	5	0	0	0	2	8	1	7
8801	1491	1571	1766	1784	1079	1243	1217	906	1483	1413	706	567	712	846	930	924
105377148	1	0	0	0	2	3	2	1	8	7	3	0	0	0	0	4
101927111	3	8	13	2	1	8	1	0	1	0	1	3	1	0	1	1
407738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986019	2	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1
105377146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285203	1417	1098	1047	1422	1029	905	1022	1036	1060	1094	1295	947	1365	1131	701	753
7110	2321	1851	2160	2890	3695	3461	3823	2879	3502	3480	2860	2472	2610	3399	2734	2795
100422859	2	0	1	7	1	1	3	2	10	0	4	1	6	7	0	0
9039	2117	1936	1821	2303	1639	1693	2107	1827	2005	1962	2892	2413	2961	2365	1624	1793
10550	2819	2038	1972	3138	1283	1259	1617	1342	1563	1533	2579	2221	2524	2259	1468	1639
56203	8	4	2	10	1	2	4	1	3	10	7	2	8	5	3	1
23150	1348	1041	1112	1382	654	626	1128	1029	1159	1475	624	597	625	1448	1333	1457
4286	215	172	168	328	165	178	214	208	180	196	490	378	474	298	182	174
101927152	24	19	32	46	18	21	17	4	14	25	3	3	0	8	11	25
105377151	1	0	2	5	2	3	0	3	3	0	0	0	0	0	1	6
107986096	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105377152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27086	2522	1978	1884	2213	3033	3094	3233	3071	2718	3035	1643	1439	1878	3015	2481	2672
104502416	1	2	0	0	1	1	1	5	1	4	1	0	1	0	1	0
100302112	6	1	0	2	1	0	5	0	0	0	0	0	0	2	2	4
105377155	15	4	1	7	1	1	9	11	0	1	0	0	0	4	4	5
317649	144	90	89	217	71	74	79	58	97	48	63	86	80	76	43	49
2850	98	64	65	106	26	12	24	9	25	21	42	40	42	22	13	25
60675	0	1	1	1	0	2	0	1	0	1	3	2	1	0	1	0
105377156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377157	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
285286	35	20	8	50	129	153	313	170	188	268	94	135	101	145	160	232
201617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377158	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
105377159	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
23429	1543	1407	1403	1705	5001	4764	5560	3996	4795	5568	2261	2239	2095	3070	3553	3322
105377160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377161	1	0	0	0	1	3	4	2	2	4	0	0	1	0	3	0
102724817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55164	715	849	755	600	314	361	459	253	444	513	625	679	684	358	500	471
107986097	0	1	0	2	1	0	0	0	0	1	0	0	1	1	0	0
727936	54	50	44	69	219	283	419	83	211	182	25	21	24	29	87	43
151987	3082	2873	3030	2808	6489	6174	7539	5314	6632	6737	3822	2975	3699	4756	5102	4912
55096	161	93	116	143	289	301	291	270	284	243	153	111	159	275	130	164
107986098	19	11	11	10	8	7	6	9	7	10	0	4	1	3	1	3
23024	13	8	9	8	8	10	8	8	12	5	4	2	2	10	9	0
101927296	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927249	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
105377164	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
105377165	24	11	15	26	83	71	76	45	94	75	12	17	25	60	81	54
101927346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377167	1	0	1	0	0	1	0	0	2	0	2	1	1	0	0	2
105377168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986099	51	41	60	29	6	5	10	17	11	6	4	1	3	17	5	3
100846999	185	250	281	291	156	304	270	183	196	238	215	194	186	181	149	151
105377207	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
692099	309	391	315	278	338	293	423	216	428	428	264	351	236	226	386	349
107986100	45	39	31	35	29	16	28	29	31	40	18	15	14	21	31	27
100302212	5	5	10	9	0	0	0	5	0	0	0	0	1	0	2	0
100288801	14	4	11	7	1	0	0	5	0	1	0	1	2	1	1	1
401074	369	408	384	415	1241	1126	969	840	1028	902	179	154	206	482	561	539
100131827	327	263	250	343	127	131	163	153	177	152	116	121	106	161	111	142
100422955	5	4	3	4	5	1	4	8	1	6	3	2	2	1	2	2
6092	8	5	24	0	1	1	2	3	6	0	3	2	0	1	2	1
107986020	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
102724949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6091	2057	1859	2538	2152	9458	8992	13110	12203	11895	13378	13507	10957	11463	14439	10674	10715
101927374	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0
100500877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377177	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105377176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2632	1611	1528	1824	1565	1545	1766	2487	1602	2059	2571	3090	3212	3324	2057	1976	2065
105377178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377180	141	91	159	245	83	110	119	171	93	96	89	87	68	128	57	61
101927439	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105377181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377186	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105377187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377188	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
440970	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105377192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253559	23	12	20	15	9	9	18	16	7	13	10	9	10	10	12	6
106635529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100847077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723364	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
101927494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389136	11	10	12	6	9	8	4	4	4	4	2	1	5	5	6	1
100846978	58	24	25	20	7	3	10	9	22	6	15	5	8	12	3	5
100616161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25978	598	475	537	688	1543	1461	1177	790	1152	1034	819	620	763	678	676	593
5449	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0
105377198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3355	4	2	2	1	0	0	4	0	0	0	0	0	0	3	1	0
8545	7085	5141	5662	6490	6335	6986	7701	5592	7268	6975	5032	3988	4726	5797	5506	5112
55279	707	642	695	787	1870	1858	1748	1329	1852	1527	1109	1059	1160	1233	1240	1048
285237	1177	952	1065	1041	2806	2740	2214	1590	2037	1585	1191	962	942	1609	1125	1092
105377202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
111064647	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2042	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2
101930420	106	127	118	101	27	40	36	41	45	66	61	68	56	35	44	47
107984021	13	13	14	13	7	7	3	4	6	5	12	4	9	7	7	7
5627	2111	1485	1556	1859	823	902	778	971	846	745	822	519	663	978	449	574
200894	564	457	490	598	1185	1266	1175	861	1362	1224	687	582	631	778	930	941
415117	7	8	6	8	1	7	3	10	1	2	7	2	5	5	2	0
200895	269	257	262	324	59	66	70	84	91	72	158	125	165	155	87	72
63899	693	519	453	578	553	714	712	512	630	706	563	532	530	609	461	482
105373992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287639	1	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0
102465864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285220	13	21	8	24	10	9	8	7	6	8	5	6	9	4	3	3
107986103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929278	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
84100	115	116	123	125	39	38	36	16	77	53	94	65	85	19	45	56
101929298	1	3	3	10	1	1	1	0	0	1	4	1	2	2	1	2
131544	1110	1111	1159	1322	640	741	850	593	826	792	1427	1293	1332	784	618	565
105373994	4	1	1	0	1	0	2	0	0	0	1	0	0	1	4	1
84864	700	812	661	712	146	177	204	152	194	197	386	345	489	220	155	149
200959	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
81050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373999	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
79295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26339	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0
402135	4	6	4	8	1	2	1	0	0	2	6	10	4	1	1	1
56650	1398	1052	1196	1736	2201	2108	2549	2472	2294	2488	2409	2181	2139	2300	1847	1766
2838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1371	943	931	963	680	974	986	1059	903	953	962	661	573	690	994	758	679
100874207	7	3	8	5	69	101	103	115	88	85	19	5	13	53	38	43
10402	535	685	386	515	1538	2319	2186	2729	2026	2415	456	311	387	1848	1080	1316
131566	725	667	676	597	663	784	922	572	671	848	640	736	691	577	651	704
105374002	3	1	1	3	0	0	1	0	0	0	0	0	0	0	2	0
105374003	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0
107986104	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
105374004	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0
105374007	0	0	0	0	8	7	50	58	46	87	259	160	183	137	83	69
105374005	0	0	1	0	15	21	27	28	21	22	44	30	40	45	25	16
105374006	0	0	0	0	1	1	1	6	1	1	3	2	6	9	1	0
1295	1	3	2	2	19	18	85	60	86	95	432	314	349	171	90	99
101929357	111	108	129	138	78	94	83	87	93	119	119	105	122	84	106	96
84319	831	888	755	903	396	574	581	439	621	713	669	669	724	529	596	587
11259	1133	916	695	1546	2812	4044	3790	2663	3652	4059	1203	1029	1157	2072	2031	2609
112268455	1	0	0	0	0	0	0	0	4	3	0	0	0	2	0	0
100500859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374010	5	3	6	0	13	3	8	8	8	4	3	3	5	3	9	4
105374009	4	0	0	6	0	1	2	2	0	3	1	5	8	4	2	2
644444	0	0	0	3	0	0	0	0	0	1	0	4	0	1	0	0
55773	1382	1170	1297	1401	3454	3967	4266	2799	4098	3954	1772	1577	1697	2204	2535	2710
56954	1670	1555	1249	1420	531	748	712	519	619	647	889	822	1005	824	402	586
9868	3740	3780	3664	4147	3225	3793	3597	2250	3644	3367	3588	3630	3616	2626	2581	2520
348801	37	21	34	19	1	6	17	4	11	9	12	24	27	8	5	11
55076	342	232	283	194	169	210	483	329	403	506	1053	958	1233	341	383	335
84873	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0
10342	3449	2970	2858	3282	7821	8709	7052	7995	6965	6623	3532	3646	3318	6221	4266	4892
25890	24	15	9	38	7	5	19	22	2	5	12	8	8	14	7	8
50939	59	20	29	100	7	11	12	15	5	10	21	11	13	24	9	13
57337	933	502	643	1150	489	447	494	547	578	465	403	309	414	639	384	384
131909	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
54931	1238	1283	1158	1014	634	705	647	484	647	731	1159	1178	1211	711	549	615
57092	11687	9696	8670	10483	5714	5958	6517	5664	5515	5898	5918	4997	6031	5683	4547	4306
27107	2155	1818	1962	2098	3757	3288	3197	2299	2996	2505	1690	1520	1576	1937	2051	1678
100009676	171	176	178	157	335	366	266	240	272	229	190	169	155	151	151	130
6152	14804	12267	10518	13557	7070	8801	7313	6679	6463	7134	7512	7285	6976	6744	4319	5019
105374013	128	58	84	193	64	95	141	121	105	108	65	45	56	140	62	58
285359	80	81	55	112	19	39	26	33	13	25	31	43	43	55	14	20
79598	701	746	872	658	93	106	171	109	155	184	690	566	589	211	230	180
91775	2250	2687	2237	1619	461	524	672	578	559	630	1002	797	1054	735	444	516
64332	406	376	297	378	44719	58495	57354	42993	50263	52145	7147	6476	7505	25121	27774	29465
152225	0	0	0	0	13	23	38	7	34	40	9	4	9	3	16	22
101929411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131368	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
105374016	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
107986106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374019	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
105374020	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1
105374021	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
107986107	0	0	0	0	0	0	1	0	1	0	5	0	0	0	0	1
107986108	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	1
