geneID,gene_symbol,GSM6290462,GSM6290463,GSM6290464,GSM6290466,GSM6290467,GSM6290468
ENSG00000236238,RPS14P10,0,0,1,0,0,0
ENSG00000236241,LOC100421238,0,0,0,0,0,0
ENSG00000236242,MYO16-AS1,0,0,0,0,0,0
ENSG00000236243,RPL6P29,0,2,0,0,0,0
ENSG00000236251,HSPA1L,61,102,93,0,0,138
ENSG00000236252,LOC101928381,2,0,1,1,1,0
ENSG00000236253,SLC25A3P1,0,0,0,0,0,0
ENSG00000236254,MTND4P14,0,3,3,3,15,8
ENSG00000236256,DIAPH2-AS1,4,1,10,4,9,9
ENSG00000236268,LINC01361,0,0,0,0,0,2
ENSG00000236271,FLOT1,11,49,35,131,111,171
ENSG00000236272,SCUBE1-AS2,0,0,0,0,0,0
ENSG00000236276,NDP-AS1,0,0,0,0,0,0
ENSG00000236279,CLEC2L,9,6,10,2,17,1
ENSG00000236284,VN1R31P,0,0,0,0,0,0
ENSG00000236287,ZBED5,2018,1651,1633,1576,1859,2078
ENSG00000236289,GACAT3,0,0,0,0,0,0
ENSG00000236290,EEF1GP7,0,0,0,1,0,1
ENSG00000236296,GUSBP5,18,11,18,4,14,13
ENSG00000236297,EEF1A1P23,14,6,14,1,12,6
ENSG00000236301,MRGPRG-AS1,0,0,0,0,0,0
ENSG00000236304,LOC107984360,0,0,0,0,0,0
ENSG00000236305,SLC12A9-AS1,5,3,6,5,3,3
ENSG00000236306,LINC01241,0,0,0,0,0,0
ENSG00000236311,TLX1NB,0,2,0,0,0,0
ENSG00000236313,VN1R53P,0,0,0,0,0,0
ENSG00000236316,OR7E109P,0,0,0,0,0,0
ENSG00000236317,RPS28P2,0,0,0,0,0,0
ENSG00000236319,LOC100418888,0,0,0,0,0,0
ENSG00000236320,SLFN14,2,0,0,0,0,0
ENSG00000236330,RPL5P9,1,2,2,0,2,1
ENSG00000236334,PPIAL4G,47,41,37,35,59,47
ENSG00000236339,POM121L13P,0,0,0,0,0,0
ENSG00000236340,GRM8-AS1,1,0,0,0,0,0
ENSG00000236342,ABCF1,981,1487,1199,3014,3303,2648
ENSG00000236345,SCAT8,129,104,95,766,534,447
ENSG00000236348,PSMC1P10,0,0,0,0,0,0
ENSG00000236353,PBX2,392,360,313,929,1225,1038
ENSG00000236357,EI24P1,0,0,0,0,0,0
ENSG00000236359,OR51B8P,0,0,0,0,0,0
ENSG00000236362,GAGE2C,0,0,0,22,0,1
ENSG00000236366,LOC153910,1,0,0,0,4,0
ENSG00000236371,CT47A1,0,0,0,0,0,0
ENSG00000236373,LINC02653,0,0,0,0,0,0
ENSG00000236383,CCDC200,80,57,22,58,58,77
ENSG00000236384,LINC00479,0,0,0,0,0,0
ENSG00000236393,LOC101927476,25,22,17,15,31,33
ENSG00000236395,RPS15AP22,0,0,0,0,0,0
ENSG00000236396,SLC35G4,0,0,0,0,0,0
ENSG00000236398,TAS2R39,0,0,0,0,0,0
ENSG00000236399,TRIM40,0,0,0,0,0,0
ENSG00000236400,KRTAP21-4P,0,0,0,0,0,0
ENSG00000236401,SLC4A1APP2,0,0,0,0,0,0
ENSG00000236404,VLDLR-AS1,1077,319,442,104,150,89
ENSG00000236413,LOC107985643,0,0,0,0,0,0
ENSG00000236418,HLA-DQA1,17,21,7,18,5,20
ENSG00000236423,LINC01134,98,94,87,58,56,44
ENSG00000236424,TSPY10,0,0,0,0,0,0
ENSG00000236428,PPP1R18,201,148,43,260,288,294
ENSG00000236432,MFF-DT,47,40,35,9,8,6
ENSG00000236433,RPL37P21,0,0,0,0,0,0
ENSG00000236435,TSPY12P,0,0,0,0,0,0
ENSG00000236436,LINC02850,0,0,0,0,0,0
ENSG00000236438,FAM157A,1624,1374,1021,1189,1326,1938
ENSG00000236444,UBE2L5,3,16,0,1,2,7
ENSG00000236446,CT47B1,0,0,0,0,0,0
ENSG00000236460,SNX2P2,0,0,0,0,0,0
ENSG00000236461,LOC101928748,0,0,0,0,1,0
ENSG00000236467,KCNMA1-AS1,19,10,16,9,23,6
ENSG00000236468,LOC100421840,0,0,0,2,2,0
ENSG00000236483,MTND2P40,0,0,0,0,0,0
ENSG00000236484,RRM2P2,0,0,0,0,0,0
ENSG00000236487,LOC100288233,0,0,0,0,0,0
ENSG00000236489,RPL34P10,5,1,4,1,6,0
ENSG00000236490,TAPBP,13181,11057,10562,27233,30122,35714
ENSG00000236496,GPS2P1,21,22,22,13,14,13
ENSG00000236497,LINC01744,18,31,11,16,32,18
ENSG00000236499,LINC00896,10,11,5,1,0,0
ENSG00000236502,SIX3-AS1,4,2,6,3,8,3
ENSG00000236507,LOC107987032,0,0,0,0,0,0
ENSG00000236509,RPL21P133,0,0,0,2,0,0
ENSG00000236511,LINC01231,0,0,0,0,0,0
ENSG00000236512,RPL29P1,0,6,2,0,0,0
ENSG00000236513,LOC101928201,0,2,0,0,0,0
ENSG00000236515,ZBTB9,702,785,668,292,294,516
ENSG00000236520,GPC6-AS1,0,0,0,0,0,0
ENSG00000236521,NPAP1P4,0,0,0,1,2,1
ENSG00000236523,NPM1P40,1,3,0,1,1,0
ENSG00000236529,LOC84214,5,1,6,9,17,14
ENSG00000236530,KPNA2P1,1,0,1,0,0,2
ENSG00000236532,LINC01695,42,51,39,30,35,47
ENSG00000236534,H3P36,1,0,2,1,0,2
ENSG00000236541,VN2R9P,0,0,0,0,0,0
ENSG00000236543,LOC102723971,0,0,0,0,0,0
ENSG00000236546,MYCL-AS1,33,23,17,93,152,148
ENSG00000236548,RNF217-AS1,144,76,49,52,55,74
ENSG00000236552,RPL13AP5,26,43,13,14,0,16
ENSG00000236554,ASNSP3,2,5,3,4,6,6
ENSG00000236560,PPP1R11,516,486,237,0,580,434
ENSG00000236561,MOG,0,0,0,0,0,0
ENSG00000236564,YWHAQP5,22,13,18,16,28,29
ENSG00000236565,HNRNPA3P5,0,1,1,0,0,0
ENSG00000236570,RAD23BP1,31,31,14,0,7,3
ENSG00000236574,LOC112267990,0,0,0,0,0,0
ENSG00000236576,LOC100631242,0,0,0,0,0,0
ENSG00000236577,SNRPGP14,28,24,15,5,9,5
ENSG00000236579,HCG9,0,0,0,0,0,0
ENSG00000236581,STARD13-AS,1,1,0,0,1,1
ENSG00000236582,PRPF38AP2,0,0,0,0,0,0
ENSG00000236590,MTATP6P4,0,0,0,0,0,0
ENSG00000236594,RPS27AP14,0,0,0,0,0,0
ENSG00000236595,MED15P5,0,0,0,0,0,0
ENSG00000236597,IGHD7-27,0,0,0,0,0,0
ENSG00000236607,EEF1DP8,0,0,0,0,0,0
ENSG00000236608,EIF4A1P6,0,0,0,0,0,0
ENSG00000236609,ZNF853,13,11,18,9,7,23
ENSG00000236610,SOCS5P1,0,0,0,0,0,0
ENSG00000236611,LINC02556,1,0,0,0,0,0
ENSG00000236617,LOC101928530,7,3,9,2,8,2
ENSG00000236618,PITPNA-AS1,67,82,80,12,15,14
ENSG00000236625,C4B,0,0,0,36,45,0
ENSG00000236626,MTND5P17,0,0,0,0,0,0
ENSG00000236635,LINC02540,0,0,0,0,0,0
ENSG00000236637,IFNA4,0,0,0,0,0,0
ENSG00000236648,LINC02810,0,0,0,0,0,0
ENSG00000236649,PPT2,148,0,3,0,0,0
ENSG00000236651,DLX2-DT,2,0,0,0,0,1
ENSG00000236655,SLC6A14P3,0,0,0,0,4,2
ENSG00000236663,FRGCA,0,0,0,0,0,0
ENSG00000236667,RPL27AP3,0,0,0,0,0,0
ENSG00000236668,LOC100505588,1,0,0,0,0,0
ENSG00000236670,KRT18P5,18,19,17,13,14,15
ENSG00000236672,TSBP1,0,0,0,0,0,0
ENSG00000236674,LOC441887,0,0,0,0,0,0
ENSG00000236678,LINC00347,0,0,0,0,0,0
ENSG00000236679,RPL23AP24,0,0,0,0,0,0
ENSG00000236680,PSMC3P1,0,0,0,1,0,0
ENSG00000236682,MAP3K2-DT,72,59,55,36,100,51
ENSG00000236689,MTCO2P21,0,0,0,0,0,0
ENSG00000236693,HLA-DPB1,4,9,10,5,14,2
ENSG00000236699,ARHGEF38,1,2,0,1,6,5
ENSG00000236700,LINC01010,8,4,6,5,13,50
ENSG00000236701,LOC100422376,0,0,0,0,0,0
ENSG00000236704,CNOT4P1,0,0,0,0,0,0
ENSG00000236709,DAPK1-IT1,3,0,2,3,2,3
ENSG00000236714,LINC01844,0,0,0,0,0,1
ENSG00000236719,OVAAL,0,0,0,0,0,0
ENSG00000236720,LINC01741,0,0,0,0,0,0
ENSG00000236722,RPL27P9,0,0,2,0,0,0
ENSG00000236729,HCG17,1,0,0,0,0,0
ENSG00000236735,RPL31P63,1,1,2,1,0,0
ENSG00000236736,UQCRC2P1,0,0,0,0,0,0
ENSG00000236740,LOC101927189,8,18,12,19,24,15
ENSG00000236745,YRDCP2,0,0,0,0,0,0
ENSG00000236747,LINC01282,4,0,0,14,14,16
ENSG00000236748,RPL9P19,0,0,0,0,0,0
ENSG00000236753,MKLN1-AS,96,68,46,50,48,44
ENSG00000236756,DNAJC9-AS1,103,67,35,10,21,23
ENSG00000236759,EHMT2,0,0,0,0,0,0
ENSG00000236761,CTAGE9,4,0,0,0,0,0
ENSG00000236765,DXO,0,0,0,0,0,0
ENSG00000236768,RPL17P16,0,0,0,0,0,0
ENSG00000236769,LINC02659,0,0,0,0,0,0
ENSG00000236775,LOC100419806,0,0,0,0,0,2
ENSG00000236776,RPL21P23,0,0,0,1,0,0
ENSG00000236778,INTS6-AS1,464,326,347,96,229,258
ENSG00000236780,LINC01829,0,0,0,0,0,0
ENSG00000236783,RPS15AP27,0,0,0,0,0,0
ENSG00000236785,SDR42E1P5,0,0,0,0,0,0
ENSG00000236790,LINC00299,1,4,1,6,0,10
ENSG00000236791,OR2AI1P,0,0,0,0,0,0
ENSG00000236794,BCRP8,0,0,0,0,0,0
ENSG00000236795,CNTNAP2-AS1,4,20,6,6,11,12
ENSG00000236799,LINC02626,1,2,2,0,3,0
ENSG00000236801,RPL24P8,1,2,0,0,0,0
ENSG00000236802,B3GALT4,353,120,189,9,6,8
ENSG00000236803,SDAD1P4,0,0,0,0,0,0
ENSG00000236804,RPS3AP12,0,0,2,0,0,2
ENSG00000236806,RPL7AP15,0,1,3,2,0,3
ENSG00000236808,POLR1H,0,0,0,0,0,0
ENSG00000236809,SNX25P1,2,0,0,0,0,0
ENSG00000236810,ELOA-AS1,98,134,92,25,30,27
ENSG00000236819,LINC01563,0,0,0,0,0,0
ENSG00000236824,BCYRN1,163,402,561,1168,1211,700
ENSG00000236826,LSM2,1,6,4,0,4,0
ENSG00000236829,RPL23AP5,18,31,29,7,6,8
ENSG00000236830,CBR3-AS1,282,224,155,132,209,215
ENSG00000236831,YME1L1P1,0,0,0,0,0,0
ENSG00000236832,CBY1P1,0,0,0,0,0,0
ENSG00000236834,LINC00421,38,33,23,137,147,149
ENSG00000236836,PCYT1B-AS1,0,0,0,0,0,0
ENSG00000236841,LOC101929532,0,0,0,0,0,0
ENSG00000236844,RPL24P6,0,0,0,0,8,3
ENSG00000236849,LINC01474,2,0,1,0,1,0
ENSG00000236853,OR2R1P,0,0,0,0,4,0
ENSG00000236854,LINC00486,0,0,0,0,0,0
ENSG00000236858,LOC284898,0,0,0,0,0,0
ENSG00000236859,NIFK-AS1,281,194,214,173,143,217
ENSG00000236863,RPL23AP23,0,0,0,0,0,0
ENSG00000236866,LOC100996263,0,0,0,0,0,0
ENSG00000236870,POMPP1,0,0,0,0,0,0
ENSG00000236871,LINC00106,661,323,368,114,83,175
ENSG00000236872,PPIAP36,0,0,0,0,0,0
ENSG00000236878,MTATP6P26,0,0,0,0,0,0
ENSG00000236880,RPS26P57,0,0,0,0,0,0
ENSG00000236882,LINC01554,70,43,23,62,46,79
ENSG00000236884,HLA-DRB1,211,176,118,106,134,114
ENSG00000236887,RPS15P1,1,2,0,0,0,1
ENSG00000236893,ASS1P7,0,0,0,0,0,0
ENSG00000236895,GTF2H4,0,0,0,3,1,9
ENSG00000236901,MIR600HG,749,587,434,64,96,80
ENSG00000236902,LY6G6D,0,1,0,0,0,0
ENSG00000236905,RPS5P4,1,2,0,0,0,0
ENSG00000236913,RPS13P3,0,0,0,0,0,0
ENSG00000236914,LINC01852,0,0,0,5,1,5
ENSG00000236917,DNAJA1P2,7,6,8,46,55,41
ENSG00000236928,LOC729126,0,0,1,1,2,0
ENSG00000236929,RPL35AP37,0,0,0,0,0,0
ENSG00000236937,PTGES3P4,0,0,0,0,0,0
ENSG00000236939,BAALC-AS2,0,0,0,0,0,3
ENSG00000236941,LOC391711,0,0,0,0,0,0
ENSG00000236946,HNRNPA1P70,0,0,0,0,0,0
ENSG00000236950,LINC01774,0,0,0,0,0,0
ENSG00000236956,NF1P8,0,0,0,0,0,0
ENSG00000236957,LOC105371458,0,0,0,0,0,0
ENSG00000236959,SULT1D1P,0,0,0,0,0,0
ENSG00000236965,OR52N3P,0,0,0,0,0,0
ENSG00000236973,GAPDHP51,0,0,0,0,0,0
ENSG00000236976,RPL6P20,0,0,1,1,0,0
ENSG00000236977,ANKRD44-IT1,7,1,0,6,4,9
ENSG00000236978,LOC100967223,0,0,0,0,0,0
ENSG00000236980,C3orf84,0,0,0,0,0,0
ENSG00000236981,OR10G9,0,0,0,0,0,0
ENSG00000236990,LOC101927964,5,6,2,3,15,10
ENSG00000236991,EDRF1-AS1,0,2,0,1,0,2
ENSG00000236992,RPL12P12,1,0,1,1,0,1
ENSG00000236994,YBX1P9,0,0,0,0,0,0
ENSG00000236996,MLIP-IT1,0,0,0,0,0,0
ENSG00000237003,RPL36AP11,1,0,0,0,0,0
ENSG00000237007,KRT18P52,15,2,0,3,0,2
ENSG00000237009,GLIS3-AS1,0,1,0,1,0,3
ENSG00000237013,LINC01812,0,0,0,0,0,0
ENSG00000237014,LRRFIP2P1,0,0,0,0,0,0
ENSG00000237016,LOC100129456,0,0,0,0,0,0
ENSG00000237022,HLA-C,1,0,6,4,4,2
ENSG00000237023,USP9YP3,4,8,3,6,6,5
ENSG00000237024,RPL21P33,0,0,0,0,0,0
ENSG00000237032,RPSAP7,0,0,0,0,0,0
ENSG00000237033,CASP3P1,0,0,0,0,0,0
ENSG00000237036,ZEB1-AS1,205,104,100,67,66,66
ENSG00000237037,NDUFA6-DT,109,108,105,22,44,45
ENSG00000237038,USP17L8,0,0,0,0,0,0
ENSG00000237040,DPH3P2,0,0,0,0,0,0
ENSG00000237046,TRIM40,0,0,0,0,0,0
ENSG00000237048,TTTY12,0,0,0,0,0,0
ENSG00000237049,RPL34P1,0,1,0,0,1,0
ENSG00000237051,GABBR1,0,0,0,0,0,0
ENSG00000237054,PRMT5-AS1,0,0,0,0,1,1
ENSG00000237055,MTCO1P48,1,0,0,0,0,0
ENSG00000237064,EIF3IP1,0,1,1,0,0,0
ENSG00000237068,RPL5P2,0,0,0,0,0,0
ENSG00000237070,LOC105375166,0,0,0,0,0,0
ENSG00000237071,TRIM27,34,79,76,106,64,7
ENSG00000237083,RPL31P42,0,0,0,0,0,0
ENSG00000237088,RPL7AP48,0,0,0,1,1,2
ENSG00000237093,HCG22,0,0,0,0,0,0
ENSG00000237101,LOC101927164,1,3,0,0,1,0
ENSG00000237103,NCR3,0,0,0,0,0,0
ENSG00000237105,HCP5,0,0,0,0,0,0
ENSG00000237109,RPL21P111,0,0,1,0,1,0
ENSG00000237110,TAAR9,0,0,2,0,0,0
ENSG00000237112,GABBR1,0,2,3,5,5,5
ENSG00000237114,CDSN,0,0,0,0,0,0
ENSG00000237115,LOC100421775,0,0,0,0,0,0
ENSG00000237119,LINC01056,0,0,0,0,0,0
ENSG00000237123,CDSN,0,0,0,0,0,0
ENSG00000237124,MTND2P11,0,0,0,0,0,0
ENSG00000237125,HAND2-AS1,27,14,9,30,56,40
ENSG00000237128,LINC02652,0,0,0,0,1,1
ENSG00000237129,MTCYBP34,0,0,0,0,0,0
ENSG00000237131,LOC107985453,0,0,0,0,0,0
ENSG00000237135,DDX10P1,122,55,43,7,13,9
ENSG00000237136,C4orf51,0,0,0,0,0,0
ENSG00000237149,ZNF503-AS2,49,67,73,19,0,12
ENSG00000237159,CNTFR-AS1,0,0,0,0,0,0
ENSG00000237162,RPS20P9,0,0,3,0,0,0
ENSG00000237165,CDSN,0,0,0,0,0,0
ENSG00000237172,B3GNT9,48,76,40,147,153,238
ENSG00000237175,NME1P1,0,0,0,0,0,0
ENSG00000237176,LOC100996696,1,2,0,0,0,1
ENSG00000237178,H3P7,0,0,0,0,0,0
ENSG00000237179,LINC01797,0,0,0,0,0,0
ENSG00000237182,LOC107987328,0,0,0,0,0,0
ENSG00000237183,KRTAP9-10P,0,0,0,0,0,0
ENSG00000237185,VN1R66P,0,0,0,0,0,0
ENSG00000237186,RPS8P5,0,1,0,0,0,0
ENSG00000237187,NR2F1-AS1,20,6,12,131,40,36
ENSG00000237190,CDKN2AIPNL,1270,1085,1104,413,504,482
ENSG00000237192,TRIM10,0,0,0,0,0,0
ENSG00000237195,DLGAP5P1,0,0,0,0,0,0
ENSG00000237207,RBM17P3,0,0,0,0,0,0
ENSG00000237208,LOC101928495,8,0,5,9,0,3
ENSG00000237210,LOC100130121,0,0,0,0,0,0
ENSG00000237213,RPL23AP22,0,0,0,0,0,0
ENSG00000237214,RPS9P2,0,2,1,0,1,1
ENSG00000237216,HLA-G,1,1,2,3,0,3
ENSG00000237222,LINC01968,7,5,3,11,18,15
ENSG00000237223,SULT1C2P1,2,0,3,1,1,2
ENSG00000237225,OR13K1P,0,0,0,0,0,0
ENSG00000237226,RPS3AP39,0,0,0,0,0,0
ENSG00000237230,KRTAP2-5P,0,0,0,0,0,0
ENSG00000237232,ZNF295-AS1,0,0,1,18,17,25
ENSG00000237235,TRDD2,0,0,0,0,0,0
ENSG00000237238,BMS1P10,6,8,8,18,14,9
ENSG00000237243,CREB3L2-AS1,0,0,0,0,0,0
ENSG00000237247,MBD3L5,0,0,0,0,0,0
ENSG00000237248,LINC00987,6,1,6,0,1,0
ENSG00000237250,LOC100130331,0,0,0,0,0,1
ENSG00000237254,TRBV30,0,0,0,0,0,0
ENSG00000237256,PGAM3P,0,0,0,0,0,0
ENSG00000237257,MTND2P8,0,0,0,0,0,0
ENSG00000237260,PPIAP67,0,0,0,0,0,1
ENSG00000237265,LOC100129291,0,0,0,5,0,0
ENSG00000237266,LINC01810,0,0,0,0,0,0
ENSG00000237267,LINC01519,3,0,2,1,0,1
ENSG00000237269,RBMY2TP,0,0,0,0,0,0
ENSG00000237272,OR51R1P,0,0,0,0,0,0
ENSG00000237278,RLIMP2,0,0,0,0,0,0
ENSG00000237282,LINC00851,0,0,0,0,0,0
ENSG00000237289,CKMT1B,0,0,0,0,5,1
ENSG00000237290,LINC01343,0,0,0,0,0,0
ENSG00000237292,LINC01732,0,1,0,0,0,0
ENSG00000237296,SMG1P1,315,247,240,1893,2493,2849
ENSG00000237298,TTN-AS1,767,753,621,1793,2168,2570
ENSG00000237300,MTCO1P19,2,0,0,0,0,0
ENSG00000237302,OFD1P11Y,0,0,0,0,0,0
ENSG00000237303,HIGD1AP8,0,0,1,0,0,0
ENSG00000237306,HSPE1P22,0,0,0,0,0,0
ENSG00000237308,LOC107985801,0,0,0,0,0,0
ENSG00000237309,MTND2P6,0,0,0,0,0,0
ENSG00000237310,GS1-124K5.4,46,27,35,10,24,22
ENSG00000237312,LOC105378066,0,0,0,0,0,0
ENSG00000237314,RPL12P39,0,0,0,0,0,0
ENSG00000237320,LOC105374461,0,0,0,0,0,0
ENSG00000237322,RPL7L1P10,2,3,1,0,0,1
ENSG00000237328,RAI1-AS1,0,0,0,0,0,0
ENSG00000237330,RNF223,4,0,1,588,397,332
ENSG00000237333,MSH5,174,186,286,195,90,356
ENSG00000237335,PFDN6,285,332,272,200,193,187
ENSG00000237338,FTCD-AS1,0,0,0,0,0,0
ENSG00000237339,LINC01502,13,7,16,5,12,15
ENSG00000237341,SYP-AS1,1,0,0,0,0,0
ENSG00000237344,PBX2,2261,1581,2172,1795,1420,1480
ENSG00000237353,PATE4,1,1,1,0,0,4
ENSG00000237354,OR52S1P,0,0,0,0,0,0
ENSG00000237361,TUSC8,15,20,11,0,0,0
ENSG00000237372,UNQ6494,0,0,0,20,21,20
ENSG00000237378,LOC112267897,0,0,0,0,0,0
ENSG00000237381,NT5DC1P1,0,0,0,0,0,0
ENSG00000237388,OR4A47,0,0,0,0,0,0
ENSG00000237396,LNCNEF,0,0,0,0,0,0
ENSG00000237399,PITRM1-AS1,16,16,28,13,12,18
ENSG00000237401,LINC01304,0,0,0,0,0,0
ENSG00000237406,NDUFA9P1,1,0,0,0,0,0
ENSG00000237408,ART2BP,0,0,0,0,0,0
ENSG00000237409,RPL27AP2,1,0,0,0,0,0
ENSG00000237412,PRSS56,0,0,0,0,0,0
ENSG00000237413,MGC27382,43,19,31,14,13,4
ENSG00000237419,LOC101928932,0,0,1,0,0,0
ENSG00000237424,FOXD2-AS1,1178,753,713,83,91,127
ENSG00000237425,RPSAP2,0,1,0,0,0,0
ENSG00000237427,TOMM22P1,0,0,0,0,0,0
ENSG00000237432,RPS7P12,0,0,0,0,0,0
ENSG00000237433,RPSAP11,0,2,0,0,0,0
ENSG00000237434,SMNP,0,0,0,0,0,0
ENSG00000237435,LINC02790,0,0,0,0,0,0
ENSG00000237437,ASS1P12,0,0,0,0,0,0
ENSG00000237440,ZNF737,325,273,297,273,351,388
ENSG00000237443,OR13D2P,0,0,0,0,0,0
ENSG00000237447,CDC27P2,7,15,2,7,0,12
ENSG00000237449,TAAR4P,0,0,0,0,0,0
ENSG00000237450,RPL23AP71,0,0,0,0,0,0
ENSG00000237452,MEIOSIN,10,8,5,0,3,0
ENSG00000237455,HLA-DQB1-AS1,0,0,0,0,0,0
ENSG00000237461,LOC101928438,12,1,4,5,6,7
ENSG00000237462,TRIM27,74,68,9,26,25,3
ENSG00000237463,LRRC52-AS1,0,0,1,0,0,0
ENSG00000237466,MTCO3P41,0,0,0,0,0,0
ENSG00000237467,USP9YP35,0,0,0,0,0,0
ENSG00000237468,LOC101928661,0,0,0,0,0,0
ENSG00000237469,TUBB8P10,0,0,0,0,0,0
ENSG00000237475,RPL7P53,0,0,0,0,0,0
ENSG00000237476,LINC01637,237,157,159,20,49,34
ENSG00000237479,LOC105373876,0,0,0,0,0,0
ENSG00000237483,RPS27AP8,0,0,0,0,0,0
ENSG00000237484,LINC01684,460,285,230,223,247,320
ENSG00000237487,VN1R48P,0,0,0,0,0,0
ENSG00000237489,C10orf143,94,57,56,28,31,16
ENSG00000237491,LINC01409,140,92,60,22,24,31
ENSG00000237492,OR2L9P,0,0,0,0,0,0
ENSG00000237499,WAKMAR2,121,44,65,331,286,426
ENSG00000237505,PKN2-AS1,13,6,17,43,87,68
ENSG00000237506,RPSAP15,0,0,0,0,0,0
ENSG00000237508,HLA-F,0,0,0,0,0,0
ENSG00000237510,GPAT2P1,0,0,0,0,0,0
ENSG00000237512,UNC5B-AS1,0,1,0,1,2,1
ENSG00000237515,SHISA9,550,426,319,244,325,347
ENSG00000237521,OR7E24,0,0,0,0,0,0
ENSG00000237523,LINC00857,0,0,1,1,2,1
ENSG00000237524,TEX51,9,1,12,0,0,5
ENSG00000237541,HLA-DQA1,0,0,0,0,0,0
ENSG00000237542,MTCO3P17,0,0,0,0,0,0
ENSG00000237549,RPS6P3,0,0,0,0,0,15
ENSG00000237550,RPL9P8,716,580,662,301,535,404
ENSG00000237551,RPL21P74,0,0,0,0,0,0
ENSG00000237552,LINC02567,0,0,0,0,0,0
ENSG00000237556,KCND3-AS1,0,0,0,0,0,0
ENSG00000237558,CDY7P,0,0,0,0,0,0
ENSG00000237560,LINC01497,0,0,0,0,0,0
ENSG00000237569,TUBAP1,0,0,0,0,0,0
ENSG00000237572,LOC100421386,0,0,0,0,0,0
ENSG00000237574,LINC01856,17,24,13,7,6,11
ENSG00000237575,PYY2,11,3,5,5,11,11
ENSG00000237579,LINC01514,0,2,0,0,3,0
ENSG00000237582,POU5F1,3,0,0,0,0,0
ENSG00000237583,RPL34P8,0,0,0,0,0,0
ENSG00000237589,HMGN1P32,1,0,0,0,0,0
ENSG00000237593,RPL17P24,0,0,0,0,0,0
ENSG00000237594,LOC150051,4,2,0,0,0,0
ENSG00000237595,LINC01275,0,0,2,8,0,1
ENSG00000237596,LOC644135,38,12,6,24,20,47
ENSG00000237599,TAP2,0,0,0,0,0,0
ENSG00000237610,OR4C50P,0,0,0,0,0,0
ENSG00000237613,FAM138A,19,16,11,30,41,0
ENSG00000237618,BTBD7P2,0,0,0,0,0,0
ENSG00000237619,OR3B1P,0,0,0,0,0,0
ENSG00000237621,OR9A1P,0,0,0,0,0,0
ENSG00000237622,ELOCP18,0,1,0,0,0,0
ENSG00000237624,OXCT2P1,37,41,53,69,71,185
ENSG00000237628,MTCO2P19,0,0,0,0,0,0
ENSG00000237630,NIFKP9,1,0,0,0,0,1
ENSG00000237635,DUX4L29,0,0,0,0,0,0
ENSG00000237636,ANKRD26P3,48,32,25,1630,1268,1436
ENSG00000237638,LINC02245,39,47,39,30,49,55
ENSG00000237641,RPL28P2,0,0,0,0,0,0
ENSG00000237649,KIFC1,8817,6946,7984,510,434,1500
ENSG00000237650,OR11Q1P,0,0,0,0,0,0
ENSG00000237651,C2orf74,668,530,618,184,219,259
ENSG00000237654,LOC101929653,2,4,1,2,1,0
ENSG00000237664,LINC00316,0,0,0,0,0,0
ENSG00000237665,GRM7-AS2,0,0,0,0,0,0
ENSG00000237667,LINC01115,0,0,0,0,0,0
ENSG00000237675,TEX36-AS1,0,0,0,0,0,0
ENSG00000237679,VDAC1P11,0,0,0,0,0,0
ENSG00000237684,RPSAP35,0,0,0,0,0,0
ENSG00000237686,LOC101929705,22,12,27,19,6,39
ENSG00000237690,LOC101929006,0,0,0,0,0,0
ENSG00000237693,IRGM,40,40,8,10,7,4
ENSG00000237707,LOC101928596,0,0,0,0,0,0
ENSG00000237708,SPIN2P1,5,2,3,1,2,6
ENSG00000237709,EEF1A1P28,1,1,4,2,0,5
ENSG00000237711,MTCO3P11,3,0,6,10,9,2
ENSG00000237714,P4HA2-AS1,0,0,0,0,0,0
ENSG00000237724,HSPA1A,0,0,0,0,0,0
ENSG00000237728,CAMTA1-AS2,0,0,0,0,0,0
ENSG00000237730,RPS5P8,0,0,0,0,0,0
ENSG00000237731,RNGTTP1,0,0,0,0,0,0
ENSG00000237732,CT75,10,7,5,779,898,768
ENSG00000237733,RNF39,0,0,0,0,0,0
ENSG00000237737,DCTN1-AS1,2,3,0,3,1,1
ENSG00000237738,RNF216-IT1,4,1,0,3,1,10
ENSG00000237743,FBP2P1,0,0,0,0,0,0
ENSG00000237750,KCNH7-AS1,0,0,0,0,0,0
ENSG00000237751,LINC01143,2,1,3,0,1,0
ENSG00000237752,NCKAP1P1,0,0,0,0,0,0
ENSG00000237761,LOC105378464,0,0,0,0,0,0
ENSG00000237763,AMY1A,0,0,0,0,0,3
ENSG00000237765,FAM200B,1110,900,937,301,270,302
ENSG00000237766,GGTA2P,7,6,3,0,0,0
ENSG00000237770,SPATA31D2P,0,0,0,0,0,0
ENSG00000237774,RPL14P4,2,0,1,0,0,0
ENSG00000237777,OR14J1,0,0,0,0,0,0
ENSG00000237783,RPS2P10,0,0,0,0,2,0
ENSG00000237787,LINC02877,0,0,0,0,0,0
ENSG00000237790,LINC01318,1,0,0,0,0,0
ENSG00000237793,RPL18AP16,0,0,0,1,0,0
ENSG00000237802,FAM197Y6,0,0,0,0,0,0
ENSG00000237803,LINC00211,322,129,156,32,29,89
ENSG00000237807,LOC100507516,9,2,1,1,0,0
ENSG00000237808,NCR3,12,6,3,8,8,5
ENSG00000237812,HCG9,0,2,0,0,0,0
ENSG00000237814,SFTA2,0,0,0,0,0,0
