GeneID	rank
ZCWPW2	2.740021821
ABTB3	2.739633697
RAD23B	2.736949902
OPRD1	2.734965299
DNTTIP1	2.729993568
MYLK3	2.725208859
GBE1	2.723380119
FAM88B	2.722284043
SNX1	2.721968514
PAK1	2.720538933
SLC4A1AP	2.71845843
RN7SL582P	2.71590428
SUGT1	2.715193481
HSBP1	2.708783033
TRIM38	2.705762405
BEX4	2.704348382
UBE2N	2.70407914
CLCF1	2.70365975
RAC1	2.702984068
MCC	2.702290011
MIR6774	2.702073162
ETV7	2.70088448
NBDY	2.699019871
POMK	2.69901154
CEROX1	2.69386071
SF3B4	2.69087882
ELP2	2.688654942
BLOC1S6	2.685457078
PHACTR4	2.682277994
ZFYVE26	2.681168166
CHFR	2.679369043
ZNF337	2.677117465
ARID1B	2.676881484
RBMS1	2.676683176
LEMD3	2.675019876
HNRNPDL	2.671745367
HHIP	2.669119607
SMN2	2.668466434
TDRD10	2.666418786
TOR1AIP1	2.664258499
SLC4A4	2.663837851
CEP126	2.662997819
MAEA	2.657837798
MSN	2.655853282
HLA-DQA1	2.65282027
CALB1	2.650052524
CTTNBP2	2.648604456
None	2.645788271
RASA4	2.64338842
AAGAB	2.641155364
GOSR2	2.640604995
USP36	2.639390405
MAK16	2.638391617
MEI1	2.637497795
HSPA8	2.637166632
HECTD4	2.635772868
NDE1	2.635551398
TRAF3IP2	2.634888088
CUL3	2.633642753
CDKL5	2.632320711
DYNLT1	2.630850129
TRNT1	2.629590494
GNA13	2.629277247
TMC1	2.629131757
MCM9	2.62829015
CXXC5-AS1	2.628252952
SEMA4F	2.625645542
None	2.623608531
RPL4P6	2.621581225
ARHGEF11	2.61919509
BCAS1	2.618963002
LIMK2	2.61892697
RAB11FIP2	2.617502028
SEMA5A	2.617372996
DPYSL5	2.614456962
C2CD2	2.61310165
TG	2.611049288
MAPKBP1	2.609434793
WDR11-DT	2.607359279
SGCA	2.606003785
GPX4	2.602992196
KIAA0753	2.60244392
INTS12	2.602071877
NEK11	2.601356324
EXOC8	2.599874122
DDX19B	2.597703112
OBI1	2.592504602
C4orf19	2.591631564
None	2.590256523
SIK1	2.587750977
SLC4A7	2.587267084
SNORA15	2.587184682
EIF5A2	2.58540808
GFI1B	2.584659562
CHD9	2.581640512
PPP1R13B	2.580859626
SMARCA5	2.580317432
FBXL12	2.57916627
PCDH11X	2.578914229
EFCAB5	2.578055755
RBBP9	2.575143377
MXI1	2.570543193
None	2.570256302
FAN1	2.569439102
CRLF3	2.568860731
LINC02805	2.565140885
NCBP2	2.56465587
LINC00504	2.561172025
RN7SL1	2.557864752
IFI30	2.55765676
FSCN2	2.557553687
ACAN	2.555941865
TTYH3	2.553049151
MAGEB2	2.552803118
ZNF440	2.552384442
B4GAT1-DT	2.549419216
ZNF844	2.54866028
TNFRSF10D	2.547635563
SLC37A3	2.54674557
ATF4	2.541792407
LPAR3	2.54173117
EHBP1-AS1	2.54142944
STRN	2.539483113
WARS2-AS1	2.538530136
EDRF1	2.532494487
GALK2	2.529393143
CASP1	2.52835946
SCARF1	2.52510167
RNASEK	2.525012423
C1orf167	2.522171203
SLC25A24P1	2.521375048
RBM26	2.521341293
ZNF689	2.514836799
HSP90AA6P	2.509017965
C2orf76	2.508934791
PDGFC	2.507543931
ZNF43	2.507269859
OGT	2.506609904
HIGD1A	2.505842629
HSCB	2.505617018
PTGES3	2.50159196
COX10	2.497742521
KLB	2.497530522
SEM1	2.495788839
TBC1D32	2.485403286
None	2.482877515
KCNJ16	2.481971219
AIM2	2.481615005
CEBPD	2.481493887
RPS6KA6	2.479578894
EPS15L1	2.477119997
PCCA	2.476633337
TIMM10B	2.473689731
MRTFB	2.468698563
UNC13A	2.468367022
XPO1	2.468136751
METTL16	2.466885567
RELL1	2.465344875
MBD1	2.46341498
LUC7L	2.462402058
SEC14L2	2.461886723
INA	2.461696719
MRFAP1	2.461556698
OSBPL11	2.460969351
KHDRBS1	2.459692787
TPSB2	2.454204971
TSBP1-AS1	2.447464623
SNX16	2.442525108
COMMD1	2.437969102
None	2.437486985
SUDS3	2.436278249
PRICKLE2-AS3	2.430162597
None	2.426482155
EIF2S1	2.425109127
None	2.423527447
ZNF543	2.42287716
None	2.422217021
NUTM2A-AS1	2.419640849
ASNSD1	2.418701392
YJU2B	2.417101343
PCYT1A	2.416506949
CYP1A2	2.415844585
RN7SL525P	2.415482555
None	2.413761905
ILK	2.41353197
EMP2	2.412753042
CLN5	2.412643545
SLC35E1	2.410225841
ZBED5	2.409903348
ZSCAN18	2.409867677
GTF2A1	2.409296057
ATP8B2	2.408690477
CD9	2.405792829
TPRX1	2.404643339
ZNF888	2.404379824
LYRM2	2.402989234
KBTBD12	2.396819879
ULBP3	2.39476053
ZIC5	2.394026538
MAP4K5	2.394023325
KLC4	2.392434311
RN7SL690P	2.392061158
RAB38	2.391067633
LINC01447	2.389610247
GKAP1	2.388806899
PDXK	2.386834532
ANKRD26	2.386437831
ZNF799	2.386050816
INPP5F	2.385563114
C6orf120	2.380645317
CDC27	2.379211243
TCEAL3	2.376514503
EIF3I	2.375158671
TRGC1	2.374994057
ZNF354A	2.373189975
THAP12	2.37315947
DOCK9	2.372912062
EXOC1	2.369953911
EMC8	2.365569775
ANGPTL6	2.364295106
SPMIP1	2.364272709
None	2.361961086
FAHD2CP	2.36120235
RPAIN	2.360808817
ENAH	2.359954363
ZNF106	2.359701894
SSTR2	2.359568196
TMEM138	2.359474211
ELOVL6	2.355396421
ALKAL1	2.355011114
HCG18	2.354980038
KLHL12	2.35276757
MAP3K10	2.352762503
ADAM23	2.350075929
None	2.349690056
UBA3	2.349516589
FZD1	2.349460972
ZNF181	2.348295848
MAP7	2.348237554
INTS2	2.346994103
AHSA2P	2.345974373
ZNG1C	2.344917962
TCP11L2	2.343603241
None	2.341650792
PPP2R5B	2.340560282
TMEM213	2.340262181
LINC01541	2.338673884
CCNH	2.337356047
DPYS	2.336191163
LINC02899	2.335598813
EI24	2.334152403
PHKG1	2.333701221
HECW2	2.333541675
MLF2	2.333265377
ACTA2	2.331930875
MT1X	2.331872603
PCAT1	2.330100272
ATG4B	2.329297085
FCGR1BP	2.328214172
PUM2	2.326068571
NELFCD	2.324713144
STXBP5-AS1	2.324529878
EIF4E	2.324524451
BBS12	2.32444902
GABARAPL2	2.324434293
TSHZ2	2.322741455
WDR45	2.321396132
LINC01359	2.319869212
RRM2B	2.318859609
ZNF608	2.317966737
RPAP2	2.317765392
HARBI1	2.317655422
KCNJ14	2.316490421
YY2	2.315573861
PCSK7	2.315510638
ZNF764	2.315482712
TPRG1	2.313467361
LEPROT	2.312429293
FYN	2.312061148
TBC1D3D	2.311416111
N4BP2L2	2.311097489
ANAPC2	2.30830713
DCAF17	2.306980464
MGRN1	2.306888556
H2BC20P	2.306011193
MPHOSPH10	2.304993173
ST3GAL2	2.304496028
MSANTD4	2.302381243
GARRE1	2.302037802
GAB1	2.301754829
ANK3	2.300644016
MBD5	2.299845139
PRND	2.299241692
DUS3L	2.298915978
AKAP6	2.298264327
KIF27	2.297890505
MEF2C	2.29640294
GINS4	2.29615176
LINC03031	2.294897178
MMP23B	2.290862851
DHRS2	2.290769111
SYT4	2.290743413
CENPCP1	2.289594795
LARP7	2.288976241
AKAP12	2.288328884
L3MBTL4	2.287937405
NOL8	2.28739494
PTPRE	2.286487206
CDC26	2.28585632
GNPDA2	2.285729926
IZUMO1	2.285524843
WASHC2C	2.283789636
RIPOR2	2.282686668
HNRNPU	2.282118518
TRPA1	2.281569323
LGI1	2.275242284
TRPC4AP	2.274502617
PIK3R1	2.273756233
TRIM37	2.272407993
PPARA	2.270214972
SSPN	2.269890106
NOTCH3	2.267661124
DHX29	2.264237001
None	2.263828358
RALGAPA1P1	2.262304105
ACAP2	2.258951884
CAPN12	2.257451267
CD38	2.257395826
HPCAL4	2.256712828
FSD1	2.256659749
None	2.255067742
PLEKHA5	2.254167027
TPM3P9	2.251747899
CAPZA1	2.250487049
ABI2	2.249799339
RPRD2	2.249458419
ABHD18	2.248380758
TMEM208	2.246135272
PKNOX1	2.246024882
TUBB6	2.243463776
GLMN	2.242310853
UBB	2.239016729
H2BC19P	2.236379332
MARCHF3	2.23610281
FNBP1	2.235662655
ZNF615	2.234834255
IL10RB	2.234354686
C8orf76	2.232781205
CEMIP	2.232549874
CCDC97	2.230581731
None	2.222338479
CADM1	2.221773875
HIP1R	2.221397608
C9orf131	2.21987311
DERL2	2.216353113
KIAA1958	2.214719126
TIMM17B	2.212795262
RN7SL440P	2.212639221
ADORA2B	2.212095569
NRDC	2.211190779
RBM11	2.208606058
VAMP2	2.208221108
LETR1	2.207222114
STMND1	2.207152195
None	2.202501913
MUL1	2.20179988
None	2.200148179
SIGLEC1	2.199374566
RAB3B	2.199345667
MAPRE2	2.196873732
TARM1	2.193445446
ZNF121	2.191732899
ARHGEF37	2.190781401
ANGPT4	2.19014245
HNRNPD	2.189592659
DNMBP	2.188233749
ZNF670	2.187228763
RYBP	2.187021426
RBBP5	2.184694344
NMI	2.183967473
TMEM158	2.183543591
TRAPPC11	2.180078538
H2BC26	2.179909635
POM121	2.179572555
RHEB	2.17948879
TXNL1	2.178671314
PSMD12	2.178654176
NUDC	2.178465855
TMED7-TICAM2	2.177231485
MIP	2.176928172
POLR2C	2.175072875
FPR1	2.173500012
FMNL2	2.168090464
H3C10	2.167099619
INMT	2.166427712
AGK	2.165398968
SMARCC1	2.163601341
MRPS31P5	2.162741925
UBA2	2.161245507
SULT2A1	2.161235701
ST8SIA6	2.158461417
HAPLN3	2.158324102
CD163L1	2.158085558
NOP14	2.156670629
VWA3B	2.155550713
MTCO1P25	2.153353022
CLEC18C	2.15332849
COL24A1	2.147979672
ANXA8L1	2.147966297
RNF217	2.147586414
BCLAF3	2.146867301
HNRNPA2B1	2.145571098
LRRC59	2.143953248
MEIS2	2.14303706
LINC02934	2.142581271
RBM15	2.139895024
MEAK7	2.131994321
None	2.131896132
RNF38	2.130096655
None	2.127873091
ATP8B4	2.127477782
LINC01254	2.127159814
SOCS5	2.123113562
LINC01972	2.121648969
CMKLR1	2.120336668
GAPDHP62	2.118658399
PDZD2	2.117605261
DCN	2.11730627
DDX59-AS1	2.114578606
BPTFP1	2.113457337
MLLT10	2.112913889
RANBP3	2.1127436
None	2.11241465
SH3RF2	2.112043417
STIL	2.10918841
KATNIP	2.109064611
G3BP1	2.108790915
AK7	2.108209916
TRIM16L	2.102931834
GET4	2.101562406
NUAK2	2.10147022
POLG	2.100881165
TEX261	2.100768632
LINC00964	2.100382634
None	2.099707469
B4GALNT3	2.099660418
COMMD10	2.098225973
ADM5	2.097224233
OR6K1P	2.09673103
U2AF1	2.096600792
FAM157A	2.096065007
FLACC1	2.092782104
PATJ	2.090484434
CYB5R1	2.087608273
ZNF10	2.084713891
RNF121	2.084344211
CELF6	2.083335328
ACTR2	2.082404697
MRPL38	2.080751954
ZNF41	2.080177155
RBSN	2.077736432
None	2.076415665
TNRC6B	2.074921459
YWHAG	2.072996387
PIGO	2.071940542
IGF1	2.070685559
MOB2	2.068205965
TMPRSS11B	2.066430423
C12orf43	2.06544703
CXCL14	2.06310027
MRM3	2.062161866
VAMP4	2.06215616
AGAP6	2.060470164
TSPY26P	2.059037096
STRAP	2.058016669
None	2.057540153
TMEM41B	2.055561879
PHYH	2.054616332
AICDA	2.053903208
H2AC20	2.053737954
ARHGAP5	2.053114251
GP2	2.052503253
RCC1L	2.05179557
VIT	2.051700351
ASPA	2.051570933
KANSL3	2.04706242
RN7SL2	2.044375174
CASTOR2	2.044245917
PAIP1	2.043750235
FTX	2.042383263
SLC30A5	2.041217291
LOXL1-AS1	2.040668593
GPR37L1	2.039898632
GAPVD1	2.038534794
ZNF268	2.038207327
PALS1	2.037786762
DNAH6	2.032769608
ITM2B	2.031780506
GPR75	2.030944636
DVL3	2.02993601
MADD	2.029587074
MFSD9	2.02863758
LINC00304	2.027235188
PABPC1	2.026895609
RBMX2	2.025670855
LIX1L-AS1	2.023575983
STX5-DT	2.023016221
EIF1AX	2.022828622
None	2.022385506
TBL1Y	2.020697896
PRKCI	2.020101463
MTND2P12	2.017017326
EFTUD2	2.016862069
None	2.015354219
UBTD2	2.014736902
GPNMB	2.014034191
TAF1A	2.013624565
DGKB	2.012645334
FAM168B	2.012600433
FAM171A1	2.011612877
GLB1L3	2.009655897
MTAP	2.009540006
LINC01588	2.007638922
TRGJP1	2.007162533
LUADT1	2.005785788
ELP3	2.002742371
C8orf33	2.001169532
SLC16A12	1.997716742
LRRC37A	1.996267803
NR1I3	1.996146343
SLC15A1	1.995164011
LMNA	1.994588508
PARP6	1.994127951
FNDC11	1.993749616
CCDC91	1.993142956
CC2D2A	1.985445126
CDK7	1.98496718
PPAN-P2RY11	1.983289195
ENPP2	1.983011508
FN1	1.979945883
PIK3CD	1.978180617
CYP51A1	1.977481709
COLEC12	1.976695628
TPD52L2	1.974241163
None	1.973749137
SLC22A23	1.973470402
FZD6	1.968678568
BMERB1	1.966986615
TMSB4Y	1.966204238
TRRAP	1.964815001
MOGAT3	1.96431934
TOR3A	1.962508533
ZNF600	1.961661939
SAP18	1.960140528
TTLL4	1.959071872
DNASE1L3	1.957782301
USP40	1.955219875
None	1.954403657
ZNF84-DT	1.952521596
TMEM67	1.951472388
PARP11	1.949722304
WDR17	1.949484191
TRGV7	1.948556852
GALNT15	1.947042014
TRDMT1	1.946279163
GATC	1.942480342
RINT1	1.94165217
USP14	1.938845724
MGAM	1.938219948
SARAF	1.937942834
EMCN	1.936966602
ZNF548	1.936303639
ZSWIM8	1.936235145
LCLAT1	1.93521698
TMCO2	1.934551537
SNHG5	1.934020057
HAVCR2	1.933053535
TBC1D3L	1.933041914
IQGAP2	1.931232715
BCL11B	1.927764494
LINC02731	1.927496963
SLC6A6	1.927348733
ZNF263	1.926187102
RPUSD4	1.925972226
CHURC1-FNTB	1.923353586
GPX1	1.921698618
LINC00581	1.920570571
DAPK1	1.916101363
None	1.915737648
LUC7L2	1.914370383
NECTIN3	1.912389881
LONRF3	1.910782409
LINC02324	1.910364147
JMJD7	1.910325647
CSDE1	1.909228091
MTG2	1.90566535
PACRG	1.903610795
XPO4	1.903417939
HIKESHI	1.903334739
TPP1	1.902849572
TULP4	1.901222798
EMC6	1.900321754
ATP6V1D	1.895871539
CLIC1	1.893762899
INAFM1	1.891983904
ZNF649	1.891857744
UBE2K	1.89144109
HTR1D	1.890446613
EVA1B	1.886456533
KCNMB1	1.884446623
FCGR2B	1.883069721
INSYN1	1.880961421
DKK2	1.879058629
DLC1	1.876503131
HYPK	1.875430699
CCDC80	1.874488502
PLIN5	1.874378661
SUB1	1.871977093
PMM2	1.870986614
CCDC47	1.870848069
SERF2	1.869799697
BST2	1.869738295
SNRPB2	1.868416872
FXR2	1.867336596
IL2RG	1.865738379
RNF40	1.863867519
LINC01630	1.862119525
FBXO48	1.860838391
None	1.860796577
HSD17B7	1.859522151
PBRM1	1.859115548
E2F6	1.858423399
TMX4	1.856947422
SPATA6L	1.855815861
GOLGA6L7	1.855197708
KANSL2	1.854420049
NT5C3A	1.852484241
CFAP107	1.851539047
GNL3LP1	1.851042608
SLC19A3	1.850893985
GLIPR1	1.850387483
IFI35	1.849962087
CYP8B1	1.849308866
ILF3	1.849161411
AP3B2	1.849033233
KCND3	1.847955263
CD99P1	1.847162455
DTX2P1-UPK3BP1-PMS2P11	1.845031469
ARPC2	1.844437077
PPHLN1	1.842663884
PSMA1	1.841187996
LGSN	1.838743814
CD2AP	1.8386161
None	1.835949193
FOXP4	1.835461616
DOLK	1.834377457
FAM221B	1.833744442
TMIGD2	1.832783841
NANS	1.831989151
LRRIQ1	1.82851496
LINC00939	1.826820255
TMSB4X	1.826280174
MIR590	1.824584038
RBM41	1.824441153
KMT2D	1.824213912
CDK13	1.823837336
GNG5	1.82273506
NOVA2	1.820274453
FSIP2	1.819896265
INPP4B	1.817094039
CIRBP	1.814859629
CHERP	1.811909188
HSF1	1.80942059
FOXN2	1.809044744
SIAH1	1.807904788
PPP2R5A	1.806824979
None	1.806062104
LAMTOR5	1.805068685
MED12L	1.803701758
FAM106A	1.802692351
GRSF1	1.802500781
ATP6V1E1	1.802223354
CLDN16	1.800647907
PDE6A	1.80042801
SNORD83A	1.796470824
LINC00311	1.792455293
TMEM45B	1.788574152
TYW1	1.787866863
ZNF182	1.786622268
FAM200A	1.786565906
TICAM2	1.782300823
IGSF6	1.781185021
SH3BP5	1.780536585
ABTB1	1.780130094
ERLEC1	1.779951066
TTLL11	1.778877179
SLC30A3	1.777352978
SDF2	1.777196747
SLC6A12	1.776439915
SYCP3	1.775164317
GTF2E2	1.77474986
TMEM259	1.774526148
MBTPS2	1.773705323
SLC35B1	1.773225284
LAP3P2	1.77278477
NUAK1	1.772666424
MECOM	1.772573052
None	1.765978503
MAP3K3	1.76562783
NAV1	1.764857172
DCTN2	1.764274032
SHANK2-AS3	1.763867506
AMER2	1.763579817
TFPI	1.763129331
ENDOV	1.761259263
ADCY2	1.760336709
MOCS3	1.759630183
SPACA6-AS1	1.758733905
XRN2	1.758223589
RBMS2	1.755027187
LMBR1	1.754802623
None	1.753997164
None	1.752503753
CCNL2	1.75246915
ANKRD40CL	1.749287711
STAMBP	1.749201608
ZNF484	1.748582326
SLC41A1	1.748293433
CTC1	1.748287901
IRF2BPL	1.747429715
ZNF90	1.746568819
CES1	1.746109518
KIAA1328	1.745889736
CFAP74	1.745497859
CPM	1.744933422
REPS1	1.743393516
DGUOK	1.741593551
ZBTB6	1.741555458
PGS1	1.740911294
MBIP	1.740433084
HNF1A	1.74013561
None	1.740122027
COPB1	1.737857715
None	1.737378864
SLC22A1	1.736460779
DHX37	1.735932898
MTHFD2L	1.735870756
NRG4	1.735387582
ACTR8	1.734727486
CLOCK	1.733622703
NDUFA5	1.73186733
SERINC5	1.72907031
STK33	1.728365843
ATXN7L3B	1.725581095
MIR663AHG	1.72475145
None	1.723592192
ZCCHC4	1.722831942
CDK3	1.721937351
DNAH2	1.721525887
GID8	1.721496794
ZZZ3	1.719993361
TMEM40	1.719535573
INTS14	1.718596617
RAB11FIP4	1.718352686
MIRLET7BHG	1.716874611
SELENOS	1.716383451
NRL	1.715980047
DDX50	1.713095576
LRG1	1.712521874
ZNF746	1.711654927
PCBP2-OT1	1.711374703
ARHGAP44-AS1	1.709264483
RN7SL740P	1.708274523
SLC35B2	1.708235512
SPRED1	1.70794695
EIF5B	1.705467546
DNAJC27	1.704805263
None	1.704211589
FHAD1	1.70147918
None	1.701072775
ZNF670-ZNF695	1.700958013
VDR	1.699354861
LRRC37B	1.698870931
SEC61G	1.691234076
PELO	1.691054672
DCAF6	1.689674417
CACNA2D1-AS1	1.688618865
C1orf198	1.687708602
PFDN2	1.686820303
DDB1	1.685840013
BRPF1	1.685687252
CYP27C1	1.685663447
ACOXL	1.684497974
ARHGEF40	1.682350375
PDAP1	1.682059469
PIK3R6	1.681850088
SHKBP1	1.680276638
CHGB	1.678813857
EIF4H	1.67841456
GCOM1	1.677220427
None	1.675369801
RPSAP36	1.674430754
ZNF519	1.672615438
RUNX1	1.671973245
TRIM2	1.671804514
JPX	1.669525303
OCIAD1	1.669363057
None	1.668555377
SZT2	1.667675041
SMPD3	1.667394521
ARNT2	1.666526528
PIK3C2A	1.662097628
PIEZO1	1.66204432
PLCB1	1.661409291
QTRT1	1.661155871
None	1.660668598
RNF180	1.660665421
NFYA	1.658061527
FNBP1L	1.65681791
PSMC1	1.656793256
IFNLR1	1.656724445
CD151	1.654187501
NOL7	1.653990814
CRTAM	1.653311352
INTS7	1.652925946
CHRNA7	1.652476283
MKNK2	1.652270555
ASAP2	1.651952445
PIK3CD-AS1	1.651649121
HIC2	1.651198715
WIZ	1.649645615
MYL12B	1.646786361
KCTD5	1.646732998
TMCO1	1.646560855
ABCC2	1.644682766
RBFOX3	1.644103441
COIL	1.6430861
MEG3	1.64228367
POU2AF1	1.64099146
CTSH	1.639067717
OCRL	1.638899803
BRWD1	1.636243053
ITPRIPL1	1.635279558
CYP1A1	1.635273388
BIN1	1.634165972
ATXN7L3	1.631074911
ARHGAP10	1.630998086
TRIM56	1.626638158
MMP14	1.626489893
SPG7	1.626128032
DENND6A-DT	1.625041636
None	1.624914782
None	1.623454334
STAU2	1.621524065
RAD18	1.619869555
ZNF737	1.619765946
LARGE1	1.61974545
GNL2	1.61943969
DLD	1.619411137
RAVER1	1.618982457
EPO	1.618695181
UTP20	1.617494012
None	1.617071074
PRKCE	1.617040468
TPH2	1.615951367
SPMIP5	1.614925325
NEBL	1.614587921
INPP5K	1.611487593
KLC2	1.610732519
PGAP1	1.608077677
UBE3C	1.604710338
CPA4	1.603394907
UBE2L6	1.603236655
MRPS36	1.602695005
KIF5B	1.602245082
LDB3	1.600843466
CCDC40	1.599019824
MIB2	1.598798978
ZNF135	1.598484976
ULBP1	1.597613872
RFC2	1.597159047
KCNMB3	1.596287387
MORF4L1	1.595402929
EPHA10	1.593096145
CDH3	1.59229065
RAB28	1.590922588
None	1.590311998
FGFRL1	1.589882571
CDC34	1.589671672
C1QA	1.586464423
GIMAP8	1.585722743
C12orf50	1.581753484
POLR2J3	1.580124902
CAMSAP2	1.579365679
OARD1	1.578196136
RNU1-103P	1.577753649
SSC5D	1.576790605
WDR19	1.573744014
CABP4	1.573738275
LRP2BP	1.573416653
PIK3IP1	1.573173218
SCYL1	1.572512413
LINC00173	1.570584897
None	1.570047894
IFITM1	1.566954503
SNX22	1.566058384
DESI2	1.565453359
TERB1	1.56471976
TAX1BP1	1.563868246
TBXAS1	1.56269614
None	1.562439055
KCNB1	1.561371893
SARNP	1.559756282
POPDC2	1.559602457
None	1.559511614
WDR4	1.558681375
None	1.558259909
SCN7A	1.555510646
FBXW4P1	1.555410206
ZKSCAN5	1.554918668
VPS37B	1.554816281
SLC37A1	1.553753748
CEBPZ	1.553591025
SLCO2B1	1.55305787
DAZAP2	1.551300916
ELOC	1.550460675
None	1.550398729
NAALADL2	1.548950784
ATRNL1	1.547987561
VGLL3	1.547635936
CENPL	1.547497773
INSM1	1.547297249
CLTC	1.547076445
RBM10	1.546251559
PRRT3	1.544267891
CYRIB	1.54400827
AP1S2	1.540396969
ATMIN	1.539464476
UBE2F	1.537449197
CCT6B	1.537010117
UGGT2	1.535828747
PERP	1.534037301
RPL26L1-AS1	1.529933257
CPOX	1.529104455
AQP6	1.527261122
NPIPB3	1.525505019
LINC01840	1.524601598
AP3D1	1.523749341
TLNRD1	1.523485442
None	1.52272733
APTX	1.520386117
VCPIP1	1.520283323
TRIML2	1.519927171
VPS9D1	1.519206356
TCTN1	1.518410047
H3-7	1.517869932
ATG13	1.517306713
PRSS27	1.513309908
RUFY3	1.512459157
LINC02210	1.511209212
MACF1	1.509334146
LCORL	1.508804312
DNAH11	1.508167562
JAG1	1.508145416
ASB3	1.507116163
UBOX5	1.50532794
ATP11A	1.504875166
ZNF747-DT	1.504374982
NDRG1	1.498235692
NRDE2	1.497580974
LINC01553	1.496165406
None	1.494500775
CPEB1-AS1	1.49438926
MEIS1	1.492902241
CPSF2	1.489675799
ABCF3	1.488727434
ARHGAP28	1.488458521
GPR82	1.487899453
CCNG2	1.486748847
ZFP42	1.48481782
PLXNA4	1.48468719
SOD1	1.484440803
CD34	1.483296908
CAPN2	1.481344504
ADIRF-AS1	1.479351106
VASP	1.479250486
ZNF793	1.477779681
RN7SK	1.476599877
LRRC42	1.474619027
KCNN3	1.474184719
CHN1	1.473460265
CRIPT	1.472767525
FAM153A	1.471203245
PTGES	1.47087984
None	1.470678321
PJA2	1.47064387
PLEKHD1	1.470612134
PDC-AS1	1.469793992
ST20-MTHFS	1.46885823
CD81	1.468407726
KLHL6-AS1	1.465126152
DTWD2	1.46287663
ABL1	1.462655665
VRK2	1.462593466
MZF1-AS1	1.461735053
RPAP3	1.460640352
LINC00330	1.459926383
PRDM11	1.459498258
DCLK3	1.459186619
SLC9A7P1	1.457299189
JAK3	1.455826757
RSAD2	1.454928139
HTD2	1.454723305
RAB31	1.454604241
SRD5A3-AS1	1.452957129
ZNF829	1.450402722
CEP295	1.449067174
CYP26B1	1.447100956
CCDC146	1.446194441
DEDD	1.445184082
CPSF7	1.444490418
LINC01978	1.443582396
PRKAG2	1.438955303
NFX1	1.438759162
HIF1AN	1.437404167
CLPX	1.437200657
NXT2	1.436580407
CYP19A1	1.435043044
LINC01119	1.434216483
VTI1A	1.433917079
IDI2-AS1	1.433578214
LINC01204	1.432241437
ZNF525	1.428814562
RAI14	1.424644062
C9orf72	1.423589503
HERC3	1.423492311
COX7B	1.423184517
SBF1	1.42163018
HS6ST2	1.420121584
CEP15	1.419231492
MAPK7	1.418707677
LINC00477	1.418014101
PDE2A	1.417865103
TTC4	1.417733929
TMEM115	1.417402947
None	1.417062052
GALNT7	1.416515371
TTC7B	1.415076201
TEN1	1.414464427
GJD2-DT	1.414274837
WNT9B	1.414111298
EBLN3P	1.412370358
TSPAN19	1.411886902
ADGRB1	1.411296564
DDX19A	1.410205296
ZNF429	1.410020112
TTF1	1.409761178
PARD3	1.407538843
PBX4	1.407001224
ATP6V0D2	1.406918707
GATAD1	1.40617143
TGFB2	1.405972993
EOGT	1.401892085
CXXC4-AS1	1.401551373
HACD2	1.401517042
KLK11	1.401124012
CD163	1.400220389
CHST5	1.398752356
CFAP58	1.398685931
BBS7	1.398197433
ZNF225	1.397955789
ACO2	1.397415734
ANTXR2	1.395353577
ADAMTSL4-AS1	1.395062691
DEPDC1-AS1	1.389674522
STOX2	1.386313969
WDR24	1.386167379
TRMT11	1.38598402
None	1.381870615
SLC25A32	1.381756171
TTBK2	1.381652797
KCTD9	1.379929775
PARP10	1.379099126
TNFRSF1A	1.376816822
PCNP	1.376662351
ZNF354B	1.375663809
SOX7	1.375445952
SF3B5	1.375161183
WDPCP	1.375052972
PANK3	1.37495019
SLC16A10	1.372950954
MYH11	1.372447167
GRWD1	1.372409881
SLCO5A1	1.371052797
SMU1	1.370195093
KCTD13	1.370142046
MITF	1.36826715
RPS6KA5	1.367845861
RN7SL460P	1.36715226
STRC	1.36657755
ACVR2B-AS1	1.365339197
BMP7	1.364724604
CACNB2	1.364212073
FAM88C	1.363602699
RN7SL121P	1.363486375
TRMT61A	1.362485223
JADE3	1.361593455
LINC01252	1.361457965
CCNJL	1.358875337
HEG1	1.356211888
ELP5	1.356143067
INHBA-AS1	1.355429648
TCERG1	1.353016423
LAMA4	1.350949206
RN7SL650P	1.349722625
NEK8	1.348632146
UTP23	1.347239733
ATP6V1B2	1.347143537
HAND2	1.345968095
NCKAP1	1.344098991
None	1.342652358
DFFBP1	1.341341883
CCN5	1.341131971
CAVIN4	1.340248669
VAMP3	1.339055546
GGA1	1.337184576
SNX31	1.337121515
TMPRSS9	1.335488338
SPINK9	1.334877864
CSPP1	1.333309865
RPL7L1	1.333008339
None	1.331771044
MARK1	1.331662207
SHC4	1.329873825
None	1.329618362
RBAK	1.329434952
HSPE1-MOB4	1.329116817
UPF2	1.328389087
FOXN3	1.328367972
SLC30A4	1.327817822
ZNF257	1.327675212
XYLT1	1.327192372
EPN2	1.326510271
SEC14L4	1.32558632
POU5F2	1.325177789
GPALPP1	1.325107265
CEP170B	1.324322043
LINC00174	1.323807817
ARMC3	1.323715618
INSL6	1.32324515
None	1.322854261
ZNF566	1.322100596
SPIRE1	1.320045387
MON1B	1.319749522
HSPA13	1.319302772
CCNI2	1.318862127
PDCD7	1.318661327
PDE1C	1.316710811
ZNF551	1.316521603
TM9SF2	1.316458244
GFER	1.315794391
FAM110D	1.315718497
None	1.315669965
CCNB1IP1	1.315347655
SLC28A2	1.31388982
KCNK3	1.312610589
TTC41P	1.31219429
LINC01558	1.312013073
TRMT6	1.311620177
PLCL2	1.311458291
