Gene	GSM6290462	GSM6290463	GSM6290464	GSM6290466	GSM6290467	GSM6290468
CAPZA1	368.7786762	380.7088459	434.7544965	523.3135992	519.9028129	518.8580429
S100PBP	49.07143494	33.61485539	29.83230377	12.49489311	12.97375242	12.87508071
RNF19B	13.31380366	8.747189891	11.25656158	146.3080023	137.4433167	191.4300922
SCAMP3	101.7792392	134.4594216	124.2328245	85.17461169	77.33813536	62.96197153
TRIM62	4.985344984	7.85415218	5.410879388	4.350316188	4.399306975	4.728572556
ASH1L	177.615134	121.6592144	161.4326203	449.4890606	494.2915608	398.1509489
DLGAP3	0	0.022898403	0.048311423	2.387767532	1.288968923	0.950854264
SFPQ	468.6810796	486.2017878	478.5246458	1505.013146	1366.026847	1224.648894
RHOU	47.33145179	46.78143703	53.19087684	42.32563269	30.06660118	66.50840094
GON4L	124.6727253	111.4923235	105.4155252	244.8279449	253.3384354	262.5899694
ARHGEF2	308.1138704	294.8169368	367.7707084	1168.10896	900.4288557	1102.476971
LAMTOR2	71.63256479	84.01424008	88.72392853	50.86271934	45.78641782	39.65319268
MEF2D	568.1533748	613.7687901	737.280628	211.3337811	208.8409865	234.2442328
DOCK7	28.25028824	10.94543657	14.73498405	29.30739327	31.80390712	17.70644832
SRM	64.04702027	123.2392042	87.75770007	34.37731063	39.20146789	31.09550431
FBXO6	10.75270487	9.044869128	7.343336312	13.83596803	8.378297998	18.27182113
C1orf21	13.97851633	12.98339442	12.87499426	52.2365034	51.44667266	97.60390525
SWT1	1.818184641	0.938834517	1.135318443	5.822227681	5.352023136	5.782221875
MAD2L2	47.87886222	47.69737315	53.1184097	46.67594888	37.63228833	45.74379972
DNAJC6	1.661781661	2.679113134	2.318948309	6.443701422	5.267959945	7.015762542
LEPR	9.169124696	9.411243574	13.74459987	6.999756874	8.210171617	6.424690972
IVNS1ABP	80.46933316	83.23569438	82.29850926	96.36113903	84.03516955	88.1724589
KIAA2013	63.98836915	76.9386336	63.60198852	36.83049645	34.77413985	32.58603261
MFN2	104.7899965	136.5202778	119.9814193	123.0845099	117.9406564	135.2268956
MIIP	35.64032904	53.12429463	38.52835993	5.887645969	5.660254835	5.833619403
SMG7	66.82317316	94.27272456	79.37566816	266.7430715	220.7219175	283.4573657
NCF2	16.65691736	24.73027508	19.34872495	11.74258279	11.12436222	20.50761358
SLC35D1	31.84755678	33.61485539	34.76006892	81.83827897	78.90731492	62.93627276
PLA2G4A	6.549374783	8.655596279	10.2420217	7.130593452	6.33276036	19.68525314
GADD45A	8.699915757	7.716761762	8.671900447	151.3779197	86.13674931	120.6813952
WLS	5.513205041	10.87674136	5.410879388	3.728842447	4.203159531	2.518478861
PRDM2	44.75080262	40.46147785	44.06001787	171.8865532	157.002019	172.8755847
RGS2	5.141747964	1.76317702	2.125702617	21.98054495	17.73733322	20.32772224
RO60	24.77032194	23.81433897	24.49389151	90.83329365	83.16651658	77.0705929
UCHL5	42.81531575	59.12367617	66.2832725	34.63898379	36.20321409	31.91786475
BCAS2	26.72535919	27.45518502	31.1608679	56.75036531	58.1717279	43.37951344
SRSF11	239.2770089	181.492741	180.8538124	601.0632352	644.5965456	574.5472643
CTH	2.326494326	1.167818546	2.101546905	2.485894965	1.961474448	3.23804425
AGMAT	9.208225441	13.34976886	10.07293172	3.401751004	3.922948895	3.289441778
OLFML3	6.862180743	10.83094455	5.048543714	1.242947482	2.29772721	2.030202347
TNNI3K	1.681332034	0.709850489	0.869605616	0.752310318	0.336252762	0.513975278
PLEKHM2	88.07442805	82.29685986	84.64161328	435.522256	389.5208042	305.738194
CRYZ	3.53861742	5.472718283	7.222557754	2.060676089	2.185642956	1.953106056
PHTF1	22.05282016	28.23373072	30.9434665	45.53112883	36.70759323	43.94488625
ZBTB17	38.24052858	31.07313268	30.87099936	141.2707941	126.5151019	92.33565865
CD58	9.130023951	10.18978927	8.575277601	92.73042401	79.55179938	85.21710106
TFAP2E	5.826011001	5.12924224	5.241789407	0.785019463	1.120842542	0.9251555
TTF2	59.96099242	65.37494015	77.27412125	236.2581491	182.6693132	212.4259823
NR5A2	0.762464527	1.259412157	0.603892789	23.68142045	6.472865677	8.531989611
KIF21B	34.64326005	16.55554526	19.59028207	8.438959222	8.462361188	12.43820172
TMEM9	26.31480137	26.74533454	22.46481174	10.40150788	11.40457286	8.197905681
ADPRS	21.52496011	27.95894989	22.29572176	21.78429009	16.22419579	26.49542557
MAP7D1	55.38620525	53.12429463	50.26803574	125.3087317	117.9126354	109.9136132
WARS2	13.2160518	14.33440019	16.03939247	34.54085635	30.51493819	40.83533582
MRPS15	34.17405111	39.68293215	45.02624633	27.9990275	28.80565332	26.59822063
EXOC8	45.49371678	48.36142683	49.08440587	70.48820591	57.52724344	73.0872845
GNPAT	96.01187928	107.6682902	115.5126126	52.66172228	53.7163788	47.38852061
TSNAX	45.78697236	49.39185496	59.13318188	56.25972815	57.41515919	52.29698451
C1orf109	14.60412825	18.25002708	17.12639949	13.83596803	14.68303729	13.26056217
RRAGC	23.7341522	22.87550445	23.31026165	58.97458712	48.44841886	31.81506969
NID1	112.84475	89.28087273	108.8214805	185.00292	157.3382718	167.4531455
LGALS8	71.35885958	66.65725071	81.5496822	102.6412947	93.25409945	60.7775766
NT5C1A	0.23460447	0.526663266	0.6280485	0	0	0
HPCAL4	0.195503725	0.274780834	0.241557116	0.359800587	0.560421271	1.696118417
MTR	34.66281042	36.0649845	53.45658966	43.30690702	48.08414503	57.66802617
BMP8B	247.7618705	350.5058525	378.4958443	43.07794301	38.69708875	20.50761358
MYCL	26.35390211	33.01949692	20.89469049	16.09289898	13.73032113	19.65955438
SIPA1L2	4.340182692	3.938525291	2.705439694	3.925097313	2.549916782	3.058152903
RLF	289.6974195	312.3571134	379.607007	2478.04477	2214.224441	2096.196773
KMO	1.994137994	3.480557234	1.763366943	52.36733998	49.12092438	47.59411072
ZNF684	70.81144915	71.67200094	74.59283727	35.91464041	34.01757113	42.2744666
KCNQ4	17.3411804	23.05869168	12.3435686	5.037208218	5.912444406	5.859318167
RIMS3	217.5174443	202.238694	215.9037499	13.63971316	13.87042645	17.83494214
AKT3	20.97754968	20.70015618	22.24741034	46.90491289	31.15942265	39.52469886
ETV3	42.2092542	44.28551112	45.31611487	255.7527991	221.0021281	241.2085979
ACADM	66.64721981	67.27550759	92.39559669	42.32563269	41.66732148	26.85520826
SLAMF1	0.762464527	0.595358474	0.676359923	10.36879873	7.705792473	15.70194474
ADGRL2	151.2807823	92.94461719	142.1322068	223.9268017	247.5941174	218.0797104
PADI2	5.024445729	8.266323431	5.410879388	1.929839512	2.746064227	2.621273917
SDHB	50.32265878	65.46653376	59.78538609	30.64846818	31.15942265	28.55132668
RPF1	30.63543369	33.84383942	32.75514486	57.1101659	63.04739296	49.0332415
KDM5B	63.71466393	64.9856673	79.37566816	208.5535039	210.1859976	133.1452957
UAP1	24.26201226	28.92068281	26.86115125	127.2712804	100.3714496	74.80910168
CTBS	29.52106245	19.09726798	25.62920996	45.40029225	36.95978281	37.49449651
KLHL12	40.76252663	43.78174626	42.56236375	56.78307446	58.00360152	55.38083618
SSX2IP	15.60119724	19.64682965	20.58066624	6.836211153	5.46410739	5.293945361
ZNHIT6	22.20922314	27.47808343	25.36349713	42.42376012	44.91776485	35.31010158
PLA2G2D	0.899317134	0.206085626	0.410647096	0.425218876	0.644484461	0.359782694
RBBP5	23.87100481	32.9050049	34.27695469	46.64323973	44.66557528	39.83308403
GBP3	8.426210542	12.77730879	12.68174856	75.62354156	49.23300864	55.7920164
GBP1	0.488759312	0.183187223	0.193245692	5.789518536	5.015770373	11.25605858
PINK1-AS	14.52592676	18.93697916	15.58043395	5.789518536	6.753076313	8.3263995
KIF17	88.77824146	66.88623474	102.6617741	77.06274391	67.27857355	48.44216993
GPR89A	28.05478452	29.60763489	29.92892661	82.72142587	81.20504213	71.85374383
CDK18	21.42720825	14.70077463	13.64797703	3.205496139	2.942211671	3.392236833
RAB29	28.93455128	26.24156967	26.06401276	63.03052101	64.7846989	72.34202035
ECE1	28.95410165	22.09695876	21.83676324	445.5639633	275.2228861	569.5617041
HMGCL	22.15057203	19.64682965	20.99131334	17.17230074	17.84941747	21.20148021
GALE	8.01565272	12.06745831	11.7155201	14.75182407	13.25396305	12.90077947
CD46	127.0383204	90.74637052	107.5412278	125.4395683	113.5133284	113.408645
PRPF3	289.7560706	266.1710348	220.1068437	869.5071822	902.9227304	875.0943079
APH1A	275.0150898	313.8226111	300.0380932	284.8966466	276.2596654	249.8690813
P3H1	350.4013261	343.4989412	326.8992444	233.968509	200.0703937	182.0243446
SLC2A1	155.8946702	177.6458094	225.7351245	154.616125	127.1035442	180.8679003
EBNA1BP2	52.5123005	84.51800494	76.50113848	55.93263671	57.47120132	47.23432803
CDC20	441.8775189	662.1531154	649.5953951	53.02152287	46.01058633	76.11973864
ARTN	26.4321036	18.84538555	15.33887684	7.261430029	8.23819268	12.77228565
IPO13	32.70777317	46.66694502	37.19979579	20.31237859	18.46588087	25.95575153
ATP6V0B	202.1313011	230.5640184	188.4628615	392.215349	362.060162	292.2977405
B4GALT2	29.57971357	38.17163756	30.75022081	8.995014675	10.90019372	9.328651292
ERI3	34.79966303	41.14842993	36.49928015	18.5460848	21.68830318	17.73214708
PTCH2	3.421315185	1.92346584	2.584661136	0.359800587	0.86865297	1.156444375
AKR1A1	81.48595252	76.961532	73.77154308	59.00729627	49.2610297	58.18200144
PRDX1	186.3150498	283.2761417	237.329866	254.8696522	265.947914	324.1128102
PIK3R3	8.543512777	13.05208963	12.39188003	24.85894965	22.08059807	25.15908985
BLZF1	19.0420628	15.98308519	24.34895724	69.80131388	50.24176692	72.47051417
SLC19A2	9.951139596	12.66281678	10.14539885	29.47093899	22.61299827	17.42376192
FAAH	29.75566692	30.01980614	23.18948309	11.84071023	10.59196202	12.38680419
NSUN4	44.63350039	43.48406702	46.37896618	133.6495635	124.7497749	122.9685852
TMED5	58.84662118	74.35111407	80.70423229	148.8266064	119.5378571	142.4225495
DR1	97.6345602	106.0883004	123.7013989	262.0329548	227.5030149	183.3092828
CNN3	16.6960181	14.83816505	19.46950351	9.910870715	7.005265884	14.46840407
PRRC2C	350.6554809	361.9550539	340.7887786	1120.811538	1024.506125	1016.514606
F3	39.12029535	31.94327198	36.01616592	172.3771903	104.1823142	126.797701
ABCD3	43.42137729	54.79587803	56.08956222	21.48990779	20.67954489	22.30652706
VAMP4	12.29718429	11.17442059	15.55627824	22.43847297	20.09110256	16.78129282
DPH5	15.81625134	19.2804552	16.57081812	3.630715014	3.418569752	3.906212111
PTBP2	43.38227655	30.13429816	29.71152521	194.4231536	166.1929278	162.9044643
TNFSF4	0.566960802	0.457968057	0.555581366	0.45792802	0.39229489	1.105046847
PRDX6	122.8740911	127.7501895	123.266596	169.7931679	133.5203678	130.3698292
DARS2	34.79966303	45.31593925	58.67422336	10.2706713	7.033286948	12.0270215
HSD11B1	4.16422934	7.487777734	8.792679005	8.995014675	4.847643992	8.840374778
IRF6	0.664712665	0.503764863	0.531425654	0.359800587	0.252189572	0.334083931
UTP25	19.19846578	23.15028529	20.94300192	21.68616265	22.89320891	26.34123299
PLPPR5	0	0.022898403	0.024155712	0.523346308	0.588442334	0.719565389
PLPPR4	0.23460447	0.48086646	0.362335673	0.621473741	0.168126381	0.539674042
SERPINC1	0.508309685	0.412171251	0.338179962	0	0	0.179891347
RCAN3	13.29425329	15.36482832	14.17940268	5.004499074	4.371285912	5.628029292
SYF2	45.82607311	25.60041439	33.57643906	60.61004434	81.4572317	52.88805608
RSRP1	126.6277626	107.370611	106.1401966	148.8920247	120.826826	136.8459177
SLC35A3	22.32652538	23.53955814	26.78868411	40.59204804	35.11039261	37.67438786
RCOR3	36.96975437	30.31748538	32.94839056	45.53112883	46.85121823	31.42958824
STMN1	445.709392	529.6858549	572.5145195	224.1230566	200.23852	162.3647903
MTFR1L	43.75373363	55.78050936	48.77038162	35.71838555	39.45365746	40.55264942
MAN1C1	11.02641008	13.92222894	12.27110147	2.845695552	2.77408529	2.801165264
NEK2	23.10854028	23.97462779	32.4169649	8.308122645	6.472865677	8.917471069
DHDDS	23.47999736	24.98215752	25.41180855	16.06018984	17.45712258	20.17352965
NENF	31.16329374	29.90531413	26.74037269	17.69564705	19.08234427	18.19472483
NSL1	17.81038934	20.58566417	26.49881557	3.303623572	4.903686119	8.531989611
PROX1	0.058651117	0.045796806	0.289868539	2.158803522	2.101579765	1.027950556
ARID1A	213.724672	212.1994993	214.8167428	362.6789917	367.7764589	265.3911347
CENPF	223.695362	255.6835663	287.8394589	52.33463084	70.05265884	63.47594681
RPA2	28.38714085	39.47684652	41.16133248	21.35907121	20.37131319	24.41382569
PPP1R8	47.83976147	52.46024094	57.94955201	58.74562311	63.91604593	57.84791751
STX12	27.91793191	26.51635051	24.37311296	79.84302117	80.0001364	107.3951343
MTARC2	3.049858108	2.908097163	1.690899809	1.112110905	0.672505525	0.719565389
OSBPL9	101.036325	95.32605109	100.2703587	141.3362124	158.0387984	122.2233211
TXNDC12	106.705933	100.4552933	111.3336745	81.67473325	88.9948978	75.32307696
ESYT2	162.756851	151.1981541	226.94291	251.89312	216.2105263	207.1063382
POLR1G	11.16326269	25.78360162	17.1505552	2.584022398	2.101579765	2.672671444
MESD	31.31969672	40.27829062	38.67329419	18.05544764	18.88619682	19.35116921
RCN2	43.5582299	52.46024094	50.00232291	23.28891072	25.38708357	21.15008268
CHRNB4	0.860216389	0.732748891	0.338179962	0.981274328	0.420315953	0.334083931
CTSD	169.1498228	173.6156905	129.3055239	121.4490527	117.7164879	109.8108181
COLEC11	0.801565272	0.412171251	0.483114231	0.556055453	0.448337017	0.616770333
STAG1	34.58460893	30.77545344	46.81376899	88.57636269	73.38716541	79.79466188
STK11	60.19559689	65.69551779	60.09941034	63.9790862	70.72516437	58.33619403
KMT2A	67.31193247	59.60454263	76.16295852	203.0583676	249.7797604	131.9888513
IFT46	10.96775897	11.56369344	12.63343714	9.780034138	9.751330111	10.58789072
APOA1	0.215054097	0.206085626	0.362335673	0.392509731	0.112084254	0.179891347
ZNF541	1.290324584	0.389272849	0.458958519	0.065418289	0	0.025698764
SLC8A2	0.195503725	0.137390417	0.338179962	1.112110905	2.325748274	2.467081333
KPTN	7.722397132	11.42630303	9.106703255	11.93883766	9.723309048	12.56669554
KIF14	39.13984572	37.82816152	51.74153414	35.0969118	28.83367438	36.69783483
TNNT2	0.175953352	0.045796806	0.241557116	0.621473741	0.47635808	0.539674042
DDX59	22.22877352	17.24249735	19.71106063	29.83073958	28.49742162	31.30109442
CAMSAP2	2.717501776	5.701702311	7.391647735	10.07441644	6.528907804	14.33991025
ATF6	58.27966038	59.71903465	70.19649777	315.8394971	292.3157348	252.9786317
MREG	4.340182692	3.549252443	2.512194001	1.995257801	1.849390193	1.439130778
FASTKD2	22.05282016	32.58442726	29.34918954	35.19503924	32.16818094	35.66988428
NRP2	2.306943953	1.419700977	2.02907977	32.51288941	32.56047583	63.81003074
CREB1	40.03916285	39.47684652	63.23965284	87.26799692	106.1718097	124.5619086
KLF7	29.44286096	23.92883098	24.42142438	80.36636748	93.28212052	77.713062
B4GALT6	7.057684468	6.457349605	5.845682196	6.051191691	6.276718232	7.221352653
C1orf54	39.90231025	30.98153906	35.29149458	41.60603152	36.56748792	29.81056611
CA14	0.488759312	0.64115528	0.338179962	0.785019463	1.036779351	0.693866625
IRAG2	71.80851814	48.54461405	77.66061264	12.65843883	12.18916264	6.270498389
ATP10B	0.586511175	0.755647294	0.555581366	0.948565184	1.204905732	0.873757972
SPCS2	56.93068468	64.1384264	88.04756861	82.2307887	87.08946547	69.95203531
USP35	6.725328135	7.441980928	5.990616465	2.812986407	2.633979973	2.698370208
ELOVL4	0.254154842	0.137390417	0.120778558	2.224221811	1.316989986	1.182143139
FILIP1	1.094820859	0.709850489	0.869605616	0.850437751	0.86865297	0.976553028
CASP8AP2	83.92974909	85.66292508	102.1303484	39.41451885	35.55872963	48.59636251
HMGN3	112.8251996	125.9870125	106.019418	121.7107258	117.8565932	145.9175814
UBE3D	2.737052148	5.518515088	4.51711806	1.799002935	1.933453384	1.490528306
CNR1	5.141747964	7.877050582	7.657360562	0.68689203	0.39229489	1.233540667
ANKRD13C	22.03326979	23.97462779	21.9575418	32.51288941	30.59900138	36.67213607
SGIP1	2.033238739	0.96173292	1.932456924	2.420476676	1.681263812	2.724068972
PHF3	70.7723484	64.80248008	93.72416082	131.1963777	139.0405173	107.4722306
ADGB	0.097751862	0.595358474	0.120778558	0.261673154	0.39229489	0.334083931
PLAGL1	44.51619815	39.86611937	42.99716656	192.6241506	165.9127172	174.2376192
FBXO30	35.56212755	37.25570145	35.84707594	83.99708249	62.45895063	69.43806003
TNFAIP3	24.53571747	14.4259938	14.27602553	5540.830912	4900.884013	6807.114278
AKAP7	14.85828309	10.3958749	14.75913976	3.663424159	4.59545442	4.291693569
RAB32	27.40962223	31.41660872	31.08840077	91.87998626	71.78996478	52.88805608
MYB	287.4295763	352.7040992	417.966277	276.4903965	199.6500777	151.2372255
ALDH8A1	3.186710715	1.373904171	0.917917039	0.817728607	1.625221685	2.441382569
SGK1	5.923762863	3.297370011	1.570121251	144.2473262	141.8986658	143.8616803
RNF146	57.69314921	54.4981988	48.35973453	42.71814242	45.67433357	59.77532481
CCN2	2.913005501	1.076224934	1.908301213	215.9457705	326.5574745	621.8329898
PMFBP1	2.932555873	2.679113134	2.077391193	2.060676089	2.437832528	2.467081333
FBXL5	116.9698786	89.44116155	99.1108845	63.9790862	55.20149517	81.20809389
MED28	74.72152364	82.13657104	95.27012636	143.6585616	140.69376	100.6620582
SLC16A7	17.02837444	12.70861358	13.62382132	5.397008805	6.921202694	6.270498389
RXYLT1	10.49855003	12.0445599	9.662284621	7.784776337	8.966740332	8.634784667
ZNF430	18.31869902	20.63146097	22.05416465	75.59083241	70.13672203	62.37089996
VAMP8	171.6327201	199.6969713	190.4436299	93.05751546	103.9021036	71.21127474
DCLRE1B	29.28645798	33.17978574	34.76006892	13.83596803	11.46061499	26.26413669
MYL12B	157.145894	151.9080045	136.7213274	216.8616265	207.1317017	159.1781435
FOXO3	77.77138175	59.21526979	73.96478877	193.1147878	235.8532918	210.1644911
ARMC2	10.26394556	8.312120237	11.15993874	1.766293791	2.269706147	2.826864028
RPN2	301.6622475	343.5676364	371.7080894	532.341323	494.6558346	447.7495632
TGIF2	51.53478187	53.30748185	43.33534652	187.7831973	188.3575891	153.4987167
PKD2	35.46437569	27.95894989	31.66813784	32.18579796	32.47641264	31.24969689
ABCG2	0.31280596	0.045796806	0.072467135	0.45792802	0.616463398	0.102795056
SPP1	3.479966303	0.984631323	0.555581366	2.616731542	2.77408529	6.039209514
STBD1	2.893455128	4.419391751	5.362567965	3.434460149	5.772339089	6.578883556
CCNI	206.5887861	209.2227069	204.4056312	361.5341716	314.2562276	285.0506891
RARRES1	0.195503725	0.915936114	0.241557116	7.948322058	5.716296962	4.600078736
MFSD1	156.4811814	199.9717521	195.371395	141.0745392	154.0598073	123.5082593
RAB3GAP2	92.49281223	86.51016599	97.54076325	171.5267526	164.3435376	155.5546178
EEF2KMT	10.12709295	20.0361025	12.89914997	2.812986407	2.6900221	4.060404694
UBN1	68.4263037	85.34234744	76.64607275	113.2390575	106.5641046	104.3626802
KLF12	6.803529625	4.373594945	6.860222081	4.97178993	4.231180594	3.340839306
UCHL3	18.67060572	25.11954793	23.16532738	22.27492725	18.40983874	16.03602867
PCDH17	0.058651117	0.045796806	0	16.15831727	9.751330111	6.424690972
HS1BP3	23.20629214	22.32594278	22.31987747	9.093142108	8.490382252	10.12531297
LDAH	18.08409455	24.91346231	24.08324442	23.97580275	21.77236637	27.1121959
WDR35	5.474104296	5.907787937	5.241789407	3.205496139	3.222422307	6.990063778
CCND2	0.879766762	0.526663266	0.724671347	0.130836577	0.028021064	0.025698764
ELL2	9.951139596	7.37328572	4.855298022	150.2985179	126.7953125	152.6249587
DNAH7	0.879766762	0.228984029	1.111162731	3.172786994	2.465853591	3.572128181
CYP20A1	7.07723484	6.938216065	7.222557754	21.32636207	19.41859703	19.19697663
NDUFB3	30.87003816	38.4693168	33.84215188	34.18105577	33.90548688	25.23618614
GTF3C3	45.59146864	46.78143703	52.05555839	83.24477217	88.43447652	93.49210303
SATB2	93.70493533	83.12120237	103.5555354	200.9322733	194.8864969	175.0342808
UBE2B	59.23762863	43.20928619	46.69299043	183.8253908	177.9617745	147.9220849
TRPM6	1.231673467	0.847240906	1.207785578	1.112110905	2.325748274	2.415683806
GDA	0.997068997	1.190716949	1.014539885	1.013983472	1.120842542	1.284938194
KLF9	20.44968962	14.4030954	19.34872495	40.19953831	43.79692231	40.44985436
TJP2	18.49465237	30.40907899	31.45073644	206.6236644	131.8391039	174.5203056
ITGB1BP1	46.43213466	60.58917396	62.46667007	32.67643513	31.69182286	37.2889064
CPSF3	86.92095608	86.5788612	97.8547875	52.49817656	63.97208806	51.24333519
PIGZ	12.82504435	10.83094455	10.41111168	5.102626507	5.239938882	5.293945361
SENP5	26.78401031	26.56214731	34.78422463	82.29620699	77.89855663	80.18014333
CCDC92	9.305977304	6.136771965	7.270869177	2.322349243	5.968486534	5.216849069
C1orf198	12.35583541	14.33440019	14.15524697	19.39652255	19.39057597	17.37236439
TRIM67	0.07820149	0	0	2.027966945	1.316989986	1.619022125
HEATR1	71.18290622	92.57824275	99.78724442	69.89944131	81.87754766	76.86500279
PTBP3	184.1840592	150.2822179	175.7328015	213.2636207	199.6780988	203.7141013
RAD23B	82.81537785	110.896965	110.0051104	164.1017768	153.6675124	129.7273601
FKBP15	49.28648904	48.61330926	54.27788386	62.93239358	46.59902866	50.16398711
CTNNAL1	16.52006475	22.37173959	25.43596426	33.52687288	23.34154593	21.15008268
ABITRAM	15.46434464	16.21206922	16.13601532	31.72786994	25.16291506	23.79705536
DYNC2I2	41.70094451	51.88778087	50.72699426	8.635214088	7.705792473	8.840374778
SET	321.5645267	365.0234399	377.602083	336.8060586	298.3963056	266.9587593
PTPA	61.97468078	64.9627689	65.8726254	26.42898857	29.31003246	27.60047242
GLE1	72.74693602	81.47251736	90.68054117	41.73686809	45.3380808	54.12159675
RAB14	103.2650675	102.6077432	112.3723701	220.2306684	207.8882704	205.4873161
CNTRL	142.659068	131.8490036	156.5290109	149.2518253	130.4380508	138.4649398
TRIM32	9.130023951	9.960805242	10.91838162	2.649440686	4.11909634	4.497283681
FBXW2	40.84072812	51.06343837	53.45658966	42.94710643	32.8126654	48.64776004
PHF19	71.57391367	77.51109367	83.89278622	37.45197019	40.91075276	49.85560194
NEK6	73.54850129	65.69551779	64.83392981	54.06821548	31.0473384	93.28651292
BSPRY	13.88076447	7.991542597	7.46411487	0.621473741	1.008758287	0.308385167
PPP6C	73.6853539	75.3357454	79.13411104	170.1529685	169.359308	129.5988663
NDUFA8	23.81235369	32.56152886	29.08347671	20.93385233	18.2136913	15.80473979
HDHD3	15.42524389	15.84569478	12.1261672	2.45318582	2.241685083	2.389985042
RBM18	21.74001421	24.68447828	27.34426548	61.06797236	61.22602383	47.13153297
HSDL2	34.93651563	34.75977554	41.35457818	18.02273849	17.45712258	15.05947564
MAPKAP1	45.63056938	66.45116509	66.40405106	62.99781187	62.51499275	55.50933
NR4A3	0.31280596	0.114492014	0.265712827	270.5373323	172.4136039	317.1227464
INVS	14.91693421	16.14337401	17.73029228	7.261430029	7.257455456	10.53649319
GALNT12	17.02837444	16.12047561	12.29525718	5.397008805	5.604212708	6.090607042
DENND1A	65.65015081	70.80186163	64.88224123	40.82101205	33.98955007	28.73121803
ALG2	20.52789111	21.98246674	17.73029228	39.61077371	31.94401243	40.37275807
CSF3R	205.9436238	174.2339473	157.9541978	98.38910597	96.84079559	94.18596965
KDSR	19.51127174	14.86106345	21.25702617	30.84472305	32.61651796	27.24068972
VPS4B	47.44875403	49.07127732	60.29265603	89.45950959	98.15778557	77.94435088
ONECUT2	89.09104742	87.83827335	99.30413019	15.20975209	12.80562604	10.56219196
C19orf25	22.79573432	27.66127065	25.36349713	21.09739806	21.8284085	23.66856154
ZBTB45	9.677434381	12.11325511	11.18409445	4.611989342	3.978991022	5.114054014
YLPM1	101.3686813	113.6905702	114.981187	92.86126059	97.73746962	107.0610504
DCAF4	13.86121409	14.17411137	10.02462029	2.91111384	4.287222721	3.366538069
PROX2	1.583580171	0.938834517	0.748827058	0.098127433	0.028021064	0
FCF1	31.35879747	40.34698583	48.48051308	44.19005391	60.44143405	51.37182901
PGF	0.684263037	0.457968057	0.458958519	9.093142108	9.919456492	10.30520432
BBOF1	0.586511175	0.435069654	0.193245692	0.425218876	0.364273826	0.642469097
NEK9	143.128277	144.1912428	139.7891028	118.5379388	125.4783225	142.7052359
ACYP1	8.035203092	8.976173919	8.72021187	2.91111384	1.905432321	2.7754665
IFT43	3.499516675	3.137081191	3.695823867	4.710116775	4.51139123	5.114054014
NPC2	40.9971311	30.08850135	30.17048373	27.73735434	33.26100242	31.76367217
DNAL1	9.540581773	10.57906212	6.038927888	12.72385712	13.28198412	10.92197465
IRF2BPL	10.65495301	9.159361142	7.729827697	13.86867717	11.04029903	18.37461618
ACOT2	25.02447678	23.49376133	23.33441736	20.99927062	16.70055387	15.4449571
LTBP2	1.974587621	2.495925911	1.521809828	2.289640099	2.045537638	6.424690972
AREL1	54.33048514	59.10077777	59.71291896	151.214374	137.1911271	119.1908669
MLH3	25.53278647	24.20361182	21.98169751	8.34083179	7.621729282	8.275001972
TTLL5	25.06357753	34.00412824	36.13694448	32.31663454	33.62527625	42.24876783
FLVCR2	2.834804011	3.801134874	2.850373963	23.58329302	26.78813674	27.21499096
ABCD4	45.23956193	40.55307146	48.3114231	58.05873108	53.68835774	38.83083224
DLST	101.7596888	93.08200761	101.3090542	213.6888395	217.9758533	196.569845
TGFB3	2.443796561	2.495925911	3.091931079	5.200753939	3.25044337	2.981056611
ZC2HC1C	0.54741043	0.435069654	0.338179962	0.098127433	0	0
SLIRP	23.96875667	40.36988423	32.90007913	26.52711601	25.16291506	19.50536179
RBM25	216.4421738	216.9394687	203.2944684	292.4851681	267.1528198	329.2268642
ALDH6A1	23.08898991	19.96740729	32.75514486	10.95756333	13.33802624	8.814676014
GPR68	4.516136044	0.709850489	1.256097001	3.499878437	2.29772721	10.07391544
EIF2B2	25.12222865	23.31057411	28.93854244	29.30739327	25.94750484	24.41382569
NRDE2	25.02447678	30.70675823	34.47020038	38.79304511	35.02632942	47.64550825
COQ6	18.33824939	23.53955814	24.42142438	14.94807893	15.88794303	17.37236439
ZNF410	52.7273546	46.18607856	55.31657945	137.1167328	135.2576737	131.0636958
RHOQ	27.52692446	20.95203861	22.10247607	57.01203847	58.50798067	57.74512246
GPR75	1.270774212	1.717380214	0.700515635	3.172786994	2.633979973	2.210093694
SUPT7L	67.2923821	62.92481105	60.99317167	144.181908	136.294453	108.1403984
KLHL29	2.091889856	3.04548758	2.512194001	1.897130368	2.045537638	2.595575153
DNMT3A	45.86517385	43.14059098	48.02155457	39.05471826	39.50969959	53.0165499
TMEM214	57.39989362	71.25982969	63.04640715	59.00729627	64.30834082	53.78751282
ATAD2B	29.26690761	28.0276451	25.7258328	185.0683383	171.8531827	160.2831904
FKBP1B	1.036169742	0.915936114	1.062851308	0.163545721	0.084063191	0.513975278
ATL2	43.26497431	48.1095444	44.71222208	75.68895985	77.98261983	73.93534371
YPEL5	23.38224549	14.90686026	17.89938226	101.0385467	104.5746091	69.36096374
FAM98A	17.30207965	29.76792371	27.73075686	29.79803043	33.40110774	26.23843793
YIPF4	44.9072056	38.4922152	38.4800485	155.1721804	137.3032113	104.6453666
AFTPH	82.87402897	71.92388337	69.59260498	445.1387444	366.3473847	321.3630424
