"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0032147","activation of protein kinase activity","BP",74,30,25,0.0874785798174243,0.586266250320934
"GO:0045786","negative regulation of cell cycle","BP",343,129,118,0.0233322615628307,0.516619460997244
"GO:0045839","negative regulation of mitotic nuclear division","BP",55,24,19,0.0537192892566934,0.540212642322357
"GO:0045930","negative regulation of mitotic cell cycle","BP",213,77,76,0.138243473045253,0.368019860508224
"GO:0046777","protein autophosphorylation","BP",179,71,56,0.0243427113599126,0.829993186593872
"GO:0051783","regulation of nuclear division","BP",125,44,44,0.283542850247846,0.456387971158769
"GO:0051784","negative regulation of nuclear division","BP",59,25,21,0.0698625112632681,0.470533287999628
"GO:0140014","mitotic nuclear division","BP",258,87,103,0.35146644374741,0.0351136737060838
"GO:0007034","vacuolar transport","BP",152,45,64,0.798048815403665,0.0281041800909942
"GO:0007041","lysosomal transport","BP",118,38,48,0.556914412796691,0.0897998764727047
"GO:0008333","endosome to lysosome transport","BP",65,19,28,0.751194352251977,0.09014613990819
"GO:0000045","autophagosome assembly","BP",109,36,34,0.484026628065767,0.788002811107167
"GO:0006897","endocytosis","BP",597,203,211,0.215692195333221,0.320673986284347
"GO:0006906","vesicle fusion","BP",105,35,42,0.45901433700974,0.133102180774725
"GO:0007033","vacuole organization","BP",218,61,82,0.933255614661114,0.173024028390435
"GO:0009896","positive regulation of catabolic process","BP",490,170,156,0.151226444493547,0.894881852968347
"GO:0010508","positive regulation of autophagy","BP",138,42,47,0.722488865856259,0.563598163162842
"GO:0016239","positive regulation of macroautophagy","BP",70,21,26,0.710450300997736,0.354514656700332
"GO:0031331","positive regulation of cellular catabolic process","BP",303,96,105,0.633362676333582,0.481106483458024
"GO:0043243","positive regulation of protein-containing complex disassembly","BP",32,8,12,0.863175029887036,0.419001745991811
"GO:0048284","organelle fusion","BP",141,45,52,0.585025540194835,0.292685965470073
"GO:0061025","membrane fusion","BP",142,48,58,0.394667128843451,0.0629691652591182
"GO:0061753","substrate localization to autophagosome","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0061909","autophagosome-lysosome fusion","BP",9,3,3,0.600692842698899,0.648116307395431
"GO:0090174","organelle membrane fusion","BP",107,35,43,0.512870810829193,0.122181227242541
"GO:0097352","autophagosome maturation","BP",58,16,26,0.823751648616846,0.0636795125473119
"GO:0098657","import into cell","BP",747,263,260,0.0542117263238989,0.414197865808507
"GO:1901096","regulation of autophagosome maturation","BP",17,1,9,0.998733244590033,0.0898052747924706
"GO:1901098","positive regulation of autophagosome maturation","BP",7,1,4,0.935815109010569,0.189656236847312
"GO:1904978","regulation of endosome organization","BP",5,1,2,0.859320975224648,0.559563828096545
"GO:1905037","autophagosome organization","BP",116,37,38,0.584924683514284,0.676567576479605
"GO:0007254","JNK cascade","BP",142,45,37,0.607456066358518,0.98703436629171
"GO:0031098","stress-activated protein kinase signaling cascade","BP",205,69,59,0.379518338998421,0.963274503628007
"GO:0051403","stress-activated MAPK cascade","BP",197,67,56,0.343332487661618,0.968962859354753
"GO:0007020","microtubule nucleation","BP",45,18,13,0.176767980213466,0.824093936169436
"GO:0042982","amyloid precursor protein metabolic process","BP",68,26,26,0.185209695588213,0.290388899709805
"GO:0042987","amyloid precursor protein catabolic process","BP",52,20,22,0.215738777907687,0.144908424785594
"GO:0046785","microtubule polymerization","BP",85,31,28,0.246337060568785,0.649314414044874
"GO:0051258","protein polymerization","BP",253,87,90,0.273286185654937,0.365843554603687
"GO:0070371","ERK1 and ERK2 cascade","BP",251,77,92,0.747174301289918,0.241467828657307
"GO:0070372","regulation of ERK1 and ERK2 cascade","BP",231,69,83,0.818729080479324,0.331196907304957
"GO:0070373","negative regulation of ERK1 and ERK2 cascade","BP",61,18,18,0.731430638861972,0.825200166515285
"GO:1902991","regulation of amyloid precursor protein catabolic process","BP",39,18,15,0.0511866144769497,0.350680493417351
"GO:1902993","positive regulation of amyloid precursor protein catabolic process","BP",21,8,8,0.365390769762458,0.439383490385957
"GO:0001892","embryonic placenta development","BP",74,20,24,0.869994131176257,0.679127489059597
"GO:0006457","protein folding","BP",186,63,68,0.364119929009599,0.288465705441811
"GO:0010466","negative regulation of peptidase activity","BP",90,28,32,0.645022103511922,0.445904357947805
"GO:0010951","negative regulation of endopeptidase activity","BP",84,25,31,0.737157042440443,0.35056048707115
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",45,11,19,0.907201218166831,0.170014009460596
"GO:0045103","intermediate filament-based process","BP",37,8,15,0.947908584031118,0.265189774932974
"GO:0045104","intermediate filament cytoskeleton organization","BP",36,8,15,0.936148158375109,0.225485879558239
"GO:0045109","intermediate filament organization","BP",20,5,8,0.828265101114475,0.376063710802036
"GO:0051346","negative regulation of hydrolase activity","BP",155,45,59,0.84074774343292,0.187255158923705
"GO:0051604","protein maturation","BP",448,156,173,0.14947502586126,0.0318971829782165
"GO:0060669","embryonic placenta morphogenesis","BP",23,7,7,0.657358394110794,0.72632319566054
"GO:0060706","cell differentiation involved in embryonic placenta development","BP",18,5,7,0.744057716775144,0.428576957691458
"GO:0060710","chorio-allantoic fusion","BP",6,3,1,0.302127283260108,0.920175795894394
"GO:0060711","labyrinthine layer development","BP",38,11,12,0.7326871167592,0.698697460961565
"GO:0060713","labyrinthine layer morphogenesis","BP",18,6,4,0.555962646247227,0.913668352615458
"GO:0060715","syncytiotrophoblast cell differentiation involved in labyrinthine layer development","BP",3,0,2,1,0.273267176022581
"GO:0060717","chorion development","BP",8,0,4,1,0.280312624328446
"GO:0061077","chaperone-mediated protein folding","BP",67,25,25,0.232842474328065,0.348532550482661
"GO:0090083","regulation of inclusion body assembly","BP",16,6,7,0.422544781955426,0.292981472476341
"GO:0090084","negative regulation of inclusion body assembly","BP",11,5,5,0.266957258597758,0.315470277907587
"GO:1900034","regulation of cellular response to heat","BP",15,6,7,0.353174897098241,0.22887707687512
"GO:1903867","extraembryonic membrane development","BP",10,1,4,0.980223776453518,0.469225150310988
"GO:2000117","negative regulation of cysteine-type endopeptidase activity","BP",51,15,20,0.726120444829472,0.27738401757838
"GO:0001933","negative regulation of protein phosphorylation","BP",257,88,82,0.288192232049787,0.81734699426835
"GO:0003018","vascular process in circulatory system","BP",196,77,70,0.0250239522708503,0.371566688914705
"GO:0008643","carbohydrate transport","BP",121,52,41,0.00954473975210018,0.579624793013862
"GO:0008645","hexose transmembrane transport","BP",89,37,30,0.0436678347042078,0.592500588241669
"GO:0010591","regulation of lamellipodium assembly","BP",35,16,15,0.069660758398978,0.188520829580254
"GO:0010592","positive regulation of lamellipodium assembly","BP",25,12,12,0.0764763005101562,0.111856457222604
"GO:0010827","regulation of glucose transmembrane transport","BP",62,26,18,0.0736635891472082,0.846740312399756
"GO:0010828","positive regulation of glucose transmembrane transport","BP",36,15,13,0.157283644135717,0.475289538116704
"GO:0015749","monosaccharide transmembrane transport","BP",91,38,31,0.0385735241113679,0.564342005046379
"GO:0030032","lamellipodium assembly","BP",60,22,26,0.28348376055192,0.0936642421646523
"GO:0031112","positive regulation of microtubule polymerization or depolymerization","BP",32,10,13,0.62261294588887,0.283973176447798
"GO:0031113","regulation of microtubule polymerization","BP",55,20,21,0.311946250478301,0.321275665530823
"GO:0031116","positive regulation of microtubule polymerization","BP",30,10,13,0.52695694358187,0.198512899840851
"GO:0032271","regulation of protein polymerization","BP",185,63,69,0.344845716286272,0.221719373156815
"GO:0032273","positive regulation of protein polymerization","BP",82,32,30,0.124221140978846,0.375921043219327
"GO:0034219","carbohydrate transmembrane transport","BP",99,40,36,0.0578101989483502,0.374112841216499
"GO:0034764","positive regulation of transmembrane transport","BP",163,57,59,0.269528748861382,0.338882898296295
"GO:0035633","maintenance of blood-brain barrier","BP",31,13,13,0.173348480005603,0.239779629952974
"GO:0043114","regulation of vascular permeability","BP",38,13,19,0.468193920214864,0.0337926954979409
"GO:0043117","positive regulation of vascular permeability","BP",14,7,5,0.132766738648323,0.5577956884916
"GO:0046323","glucose import","BP",61,28,18,0.0192059836686893,0.825200166515285
"GO:0046324","regulation of glucose import","BP",48,22,14,0.0360920662590543,0.818711307385969
"GO:0046326","positive regulation of glucose import","BP",31,14,10,0.0951887604989879,0.662950734548981
"GO:0051495","positive regulation of cytoskeleton organization","BP",162,62,62,0.0671533185379607,0.166931923267768
"GO:0090303","positive regulation of wound healing","BP",48,16,23,0.501682287318772,0.0360733152241644
"GO:1902463","protein localization to cell leading edge","BP",4,4,1,0.011070058462145,0.81458504719227
"GO:1902743","regulation of lamellipodium organization","BP",46,23,19,0.00994614295478664,0.200503986866726
"GO:1902745","positive regulation of lamellipodium organization","BP",32,17,14,0.0122672756592258,0.175189061999003
"GO:1902905","positive regulation of supramolecular fiber organization","BP",153,60,56,0.0450919962284199,0.307521438994246
"GO:1903036","positive regulation of response to wounding","BP",59,19,30,0.564561995805248,0.00662298093237422
"GO:1904659","glucose transmembrane transport","BP",87,36,29,0.049404946153642,0.620872979892422
"GO:1905603","regulation of blood-brain barrier permeability","BP",8,4,3,0.240615238909006,0.557247556175828
"GO:1905605","positive regulation of blood-brain barrier permeability","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:0007586","digestion","BP",73,24,26,0.512468737969807,0.455187395896257
"GO:0001906","cell killing","BP",138,58,39,0.0111215283476356,0.948039740616088
"GO:0001909","leukocyte mediated cytotoxicity","BP",101,43,27,0.0205828384699494,0.960244948726228
"GO:0001910","regulation of leukocyte mediated cytotoxicity","BP",71,30,23,0.0523803631783519,0.679790091926864
"GO:0001911","negative regulation of leukocyte mediated cytotoxicity","BP",22,12,7,0.0263823124114963,0.676224408533438
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","BP",49,18,19,0.30753489379229,0.30509988815225
"GO:0001913","T cell mediated cytotoxicity","BP",47,23,19,0.0135947220608356,0.233384721678732
"GO:0001914","regulation of T cell mediated cytotoxicity","BP",41,19,19,0.0439349436803235,0.0755077025641578
"GO:0001916","positive regulation of T cell mediated cytotoxicity","BP",32,13,16,0.209486001257479,0.0493550412445069
"GO:0002228","natural killer cell mediated immunity","BP",56,19,15,0.455660251902787,0.912023177947516
"GO:0002347","response to tumor cell","BP",37,16,10,0.111018031112294,0.868915041216504
"GO:0002418","immune response to tumor cell","BP",24,12,7,0.0557781922918546,0.770799288346802
"GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","BP",15,5,10,0.567001778801416,0.0107944454536674
"GO:0002456","T cell mediated immunity","BP",105,48,34,0.00301839228184629,0.700936206877026
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","BP",33,14,16,0.149377211564865,0.0660309444672324
"GO:0002475","antigen processing and presentation via MHC class Ib","BP",18,5,13,0.744057716775144,0.00118040527723574
"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","BP",14,4,9,0.71539965444528,0.0215000393593422
"GO:0002483","antigen processing and presentation of endogenous peptide antigen","BP",22,9,13,0.262314991791254,0.0152596256732925
"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","BP",14,4,9,0.71539965444528,0.0215000393593422
"GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","BP",13,3,8,0.846051428118258,0.0415310240932147
"GO:0002709","regulation of T cell mediated immunity","BP",84,39,29,0.00511777991643862,0.529804167387013
"GO:0002711","positive regulation of T cell mediated immunity","BP",58,27,23,0.0172714104660377,0.236966829846046
"GO:0002715","regulation of natural killer cell mediated immunity","BP",36,14,9,0.254557382252085,0.91649139958308
"GO:0002716","negative regulation of natural killer cell mediated immunity","BP",16,9,6,0.0421884282485448,0.488819160016685
"GO:0002831","regulation of response to biotic stimulus","BP",424,133,150,0.700990951054478,0.347567206468376
"GO:0002832","negative regulation of response to biotic stimulus","BP",124,45,38,0.204449629325001,0.834632965019899
"GO:0019882","antigen processing and presentation","BP",100,33,45,0.490157719582848,0.0175606920667129
"GO:0019883","antigen processing and presentation of endogenous antigen","BP",25,9,16,0.424456881644929,0.0023628995803873
"GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","BP",20,9,12,0.167496549462745,0.0167937953084801
"GO:0030101","natural killer cell activation","BP",68,23,21,0.448787902926695,0.767102178838898
"GO:0031341","regulation of cell killing","BP",80,34,25,0.037463433157769,0.758581959922097
"GO:0031342","negative regulation of cell killing","BP",23,12,7,0.0391889038575594,0.72632319566054
"GO:0031343","positive regulation of cell killing","BP",54,20,21,0.278422114769083,0.285870710572005
"GO:0031640","killing of cells of another organism","BP",41,17,14,0.143092053235063,0.570897254949386
"GO:0032814","regulation of natural killer cell activation","BP",35,13,10,0.333365357736922,0.81545304233724
"GO:0032815","negative regulation of natural killer cell activation","BP",8,3,4,0.509772210206764,0.280312624328446
"GO:0042267","natural killer cell mediated cytotoxicity","BP",55,19,15,0.418642047363647,0.896825564121205
"GO:0042269","regulation of natural killer cell mediated cytotoxicity","BP",34,14,9,0.181540127965671,0.877041738097987
"GO:0042742","defense response to bacterium","BP",183,57,72,0.6730547186742,0.0903290779673257
"GO:0045088","regulation of innate immune response","BP",351,106,122,0.83264713679086,0.459900091296231
"GO:0045824","negative regulation of innate immune response","BP",77,28,27,0.266619260298611,0.492163668569549
"GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","BP",16,9,6,0.0421884282485448,0.488819160016685
"GO:0046629","gamma-delta T cell activation","BP",21,6,8,0.723354562636237,0.439383490385957
"GO:0048002","antigen processing and presentation of peptide antigen","BP",62,22,31,0.348376250840134,0.0079593882315561
"GO:0141060","disruption of anatomical structure in another organism","BP",44,18,17,0.149365695626926,0.326534894771268
"GO:0141061","disruption of cell in another organism","BP",41,17,14,0.143092053235063,0.570897254949386
"GO:0006612","protein targeting to membrane","BP",117,41,42,0.304318229000862,0.397778055200069
"GO:0006613","cotranslational protein targeting to membrane","BP",28,10,11,0.424348030876421,0.357297533287504
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP",23,9,9,0.314856298541455,0.389223525463601
"GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","BP",10,2,5,0.885176083734816,0.234937408875065
"GO:0045047","protein targeting to ER","BP",42,19,15,0.056472994015803,0.485214522336874
"GO:0070972","protein localization to endoplasmic reticulum","BP",72,32,26,0.021850578508043,0.421364356417076
"GO:0072599","establishment of protein localization to endoplasmic reticulum","BP",45,22,15,0.0158214716279734,0.613777071021163
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","BP",287,95,105,0.427172367949326,0.231228827819037
"GO:0007179","transforming growth factor beta receptor signaling pathway","BP",168,62,58,0.123844694942636,0.513151188530066
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","BP",117,45,37,0.0985705372101066,0.764804666743184
"GO:0071559","response to transforming growth factor beta","BP",217,82,73,0.0539152008362327,0.616024113470411
"GO:0071560","cellular response to transforming growth factor beta stimulus","BP",213,81,71,0.0479257822124174,0.651349315609061
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",201,71,71,0.210442004220577,0.41420833681557
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","BP",119,46,38,0.0890832051178891,0.743546348126419
"GO:0000070","mitotic sister chromatid segregation","BP",180,55,77,0.731734788637249,0.0113581760259996
"GO:0000819","sister chromatid segregation","BP",218,65,89,0.817304820477472,0.0268873499787607
"GO:0007076","mitotic chromosome condensation","BP",19,8,9,0.25136233032073,0.170025158584183
"GO:0010032","meiotic chromosome condensation","BP",6,3,3,0.302127283260108,0.340365219639168
"GO:0030261","chromosome condensation","BP",39,16,16,0.164417625363216,0.237405148574546
"GO:0051304","chromosome separation","BP",79,28,35,0.322292132803697,0.0424190042931472
"GO:0051383","kinetochore organization","BP",21,8,8,0.365390769762458,0.439383490385957
"GO:0051983","regulation of chromosome segregation","BP",123,42,48,0.375126889822449,0.160053157884669
"GO:0051984","positive regulation of chromosome segregation","BP",26,10,13,0.320923327245509,0.0729632671939879
"GO:0060623","regulation of chromosome condensation","BP",13,6,7,0.219600773873938,0.119257309513649
"GO:0090068","positive regulation of cell cycle process","BP",218,73,76,0.395087595833109,0.46518961989609
"GO:1905818","regulation of chromosome separation","BP",72,27,29,0.212517777251916,0.17517399203219
"GO:1905820","positive regulation of chromosome separation","BP",28,6,15,0.931029579899073,0.0285297906305946
"GO:1905821","positive regulation of chromosome condensation","BP",8,3,5,0.509772210206764,0.0989998493661784
"GO:2001252","positive regulation of chromosome organization","BP",107,39,38,0.215105291299832,0.437799992519966
"GO:0001570","vasculogenesis","BP",65,17,26,0.890082640270897,0.203361331992321
"GO:0010644","cell communication by electrical coupling","BP",22,8,10,0.424291214317432,0.190645802030766
"GO:0016264","gap junction assembly","BP",9,3,6,0.600692842698899,0.0491470588045372
"GO:0086014","atrial cardiac muscle cell action potential","BP",13,3,2,0.846051428118258,0.967360726580655
"GO:0086019","cell-cell signaling involved in cardiac conduction","BP",23,7,6,0.657358394110794,0.855657669341481
"GO:0086021","SA node cell to atrial cardiac muscle cell communication by electrical coupling","BP",1,1,0,0.324428864982473,1
"GO:0086026","atrial cardiac muscle cell to AV node cell signaling","BP",13,3,2,0.846051428118258,0.967360726580655
"GO:0086053","AV node cell to bundle of His cell communication by electrical coupling","BP",1,1,0,0.324428864982473,1
"GO:0086064","cell communication by electrical coupling involved in cardiac conduction","BP",19,7,9,0.423724422000133,0.170025158584183
"GO:0086065","cell communication involved in cardiac conduction","BP",45,14,18,0.630555923176932,0.258746834359812
"GO:0086066","atrial cardiac muscle cell to AV node cell communication","BP",13,3,2,0.846051428118258,0.967360726580655
"GO:0086067","AV node cell to bundle of His cell communication","BP",7,2,1,0.719935099717795,0.947626828116443
"GO:0086070","SA node cell to atrial cardiac muscle cell communication","BP",7,2,2,0.719935099717795,0.755469602562103
"GO:0002218","activation of innate immune response","BP",232,66,83,0.917360248049818,0.348965836293267
"GO:0002220","innate immune response activating cell surface receptor signaling pathway","BP",69,17,27,0.938289111436556,0.238127633839659
"GO:0002223","stimulatory C-type lectin receptor signaling pathway","BP",18,4,7,0.883884169744956,0.428576957691458
"GO:0002688","regulation of leukocyte chemotaxis","BP",98,35,28,0.276406888654915,0.908219225048862
"GO:0002689","negative regulation of leukocyte chemotaxis","BP",20,7,6,0.486429114134893,0.736045169627486
"GO:0002717","positive regulation of natural killer cell mediated immunity","BP",22,7,5,0.604188253256162,0.920019650345472
"GO:0002758","innate immune response-activating signaling pathway","BP",212,61,76,0.890096096345158,0.349141934729643
"GO:0002833","positive regulation of response to biotic stimulus","BP",301,93,104,0.737624448643237,0.496295334523837
"GO:0006809","nitric oxide biosynthetic process","BP",56,20,20,0.346553964840057,0.466261333003699
"GO:0030595","leukocyte chemotaxis","BP",183,67,51,0.129279943127331,0.975470133681699
"GO:0031349","positive regulation of defense response","BP",382,118,131,0.76054381653931,0.533447943152201
"GO:0032103","positive regulation of response to external stimulus","BP",488,153,169,0.714864591472075,0.469560156847657
"GO:0032609","type II interferon production","BP",96,36,28,0.170177530016039,0.88317225652456
"GO:0032649","regulation of type II interferon production","BP",96,36,28,0.170177530016039,0.88317225652456
"GO:0032729","positive regulation of type II interferon production","BP",67,26,22,0.162355714193903,0.649205921416432
"GO:0034260","negative regulation of GTPase activity","BP",19,3,6,0.971300451179607,0.68330980665353
"GO:0035747","natural killer cell chemotaxis","BP",9,3,1,0.600692842698899,0.977456769906058
"GO:0043087","regulation of GTPase activity","BP",265,94,85,0.159692939667311,0.804722144235058
"GO:0045089","positive regulation of innate immune response","BP",283,82,99,0.907711299356413,0.4367001225085
"GO:0045428","regulation of nitric oxide biosynthetic process","BP",43,15,17,0.421741279578015,0.286630798491508
"GO:0045429","positive regulation of nitric oxide biosynthetic process","BP",29,9,13,0.63267903672112,0.160791583659769
"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","BP",20,7,5,0.486429114134893,0.870214276575597
"GO:0046209","nitric oxide metabolic process","BP",61,22,21,0.315443413437691,0.544927678444626
"GO:0048247","lymphocyte chemotaxis","BP",43,13,19,0.676258063783593,0.117060489752642
"GO:0050830","defense response to Gram-positive bacterium","BP",63,28,20,0.0306270569327948,0.713446493940172
"GO:0060326","cell chemotaxis","BP",239,89,73,0.0647390530008617,0.908424803890866
"GO:0071674","mononuclear cell migration","BP",153,49,53,0.574417730432027,0.503091209084822
"GO:0071675","regulation of mononuclear cell migration","BP",97,31,33,0.578716164655643,0.567649024349045
"GO:0071676","negative regulation of mononuclear cell migration","BP",18,5,5,0.744057716775144,0.796313527947769
"GO:0072676","lymphocyte migration","BP",89,28,40,0.617805147576603,0.0246854781892041
"GO:0080164","regulation of nitric oxide metabolic process","BP",45,17,17,0.268542077138622,0.367691931449651
"GO:1901623","regulation of lymphocyte chemotaxis","BP",20,7,7,0.486429114134893,0.560260626380964
"GO:1901624","negative regulation of lymphocyte chemotaxis","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:1904407","positive regulation of nitric oxide metabolic process","BP",30,10,13,0.52695694358187,0.198512899840851
"GO:1990840","response to lectin","BP",18,4,7,0.883884169744956,0.428576957691458
"GO:1990858","cellular response to lectin","BP",18,4,7,0.883884169744956,0.428576957691458
"GO:2000401","regulation of lymphocyte migration","BP",54,17,25,0.610499357398884,0.0463012381443618
"GO:2000402","negative regulation of lymphocyte migration","BP",11,4,4,0.501829569108526,0.557085077398646
"GO:2000501","regulation of natural killer cell chemotaxis","BP",7,3,0,0.408838345970105,1
"GO:2000502","negative regulation of natural killer cell chemotaxis","BP",3,1,0,0.691698642913413,1
"GO:2001057","reactive nitrogen species metabolic process","BP",62,22,22,0.348376250840134,0.474580473205743
"GO:0010976","positive regulation of neuron projection development","BP",132,46,52,0.305990501547585,0.130437072241209
"GO:0043524","negative regulation of neuron apoptotic process","BP",128,51,42,0.046180786162453,0.677138735488067
"GO:0051963","regulation of synapse assembly","BP",74,21,24,0.807669609584043,0.679127489059597
"GO:0051965","positive regulation of synapse assembly","BP",37,7,14,0.978072909521617,0.387169224906025
"GO:0061001","regulation of dendritic spine morphogenesis","BP",38,8,18,0.957703904701938,0.0668416261093191
"GO:0061003","positive regulation of dendritic spine morphogenesis","BP",16,4,7,0.814928674389351,0.292981472476341
"GO:0061484","hematopoietic stem cell homeostasis","BP",21,11,5,0.0461336767063205,0.897723875590754
"GO:1901888","regulation of cell junction assembly","BP",153,44,62,0.856881734489443,0.0652003315369256
"GO:1901890","positive regulation of cell junction assembly","BP",68,15,31,0.978227291147127,0.0360493510904722
"GO:0002548","monocyte chemotaxis","BP",48,12,16,0.89805008558639,0.613932506931427
"GO:0009799","specification of symmetry","BP",108,30,42,0.874171298168484,0.186462113889141
"GO:0009855","determination of bilateral symmetry","BP",108,30,42,0.874171298168484,0.186462113889141
"GO:0009953","dorsal/ventral pattern formation","BP",64,26,18,0.103932242428575,0.883701859987035
"GO:0030509","BMP signaling pathway","BP",111,32,42,0.820141917163966,0.249682793045519
"GO:0030510","regulation of BMP signaling pathway","BP",75,21,32,0.82790464731323,0.0832744174550772
"GO:0030514","negative regulation of BMP signaling pathway","BP",40,14,18,0.422426708488615,0.107084115889326
"GO:0035581","sequestering of extracellular ligand from receptor","BP",9,5,3,0.131470606017146,0.648116307395431
"GO:0035582","sequestering of BMP in extracellular matrix","BP",4,2,1,0.39157864928938,0.81458504719227
"GO:0038098","sequestering of BMP from receptor via BMP binding","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0045185","maintenance of protein location","BP",86,26,33,0.707015708789287,0.250002624675392
"GO:0045664","regulation of neuron differentiation","BP",143,43,46,0.755827456342169,0.739400121234449
"GO:0045666","positive regulation of neuron differentiation","BP",63,18,20,0.784118645425032,0.713446493940172
"GO:0048262","determination of dorsal/ventral asymmetry","BP",7,4,1,0.159845866313446,0.947626828116443
"GO:0048263","determination of dorsal identity","BP",6,4,1,0.0915380540612001,0.920175795894394
"GO:0051235","maintenance of location","BP",283,91,101,0.563994214663923,0.34058621608359
"GO:0071694","maintenance of protein location in extracellular region","BP",7,4,2,0.159845866313446,0.755469602562103
"GO:0071772","response to BMP","BP",115,33,44,0.831595523945772,0.216145646698068
"GO:0071773","cellular response to BMP stimulus","BP",115,33,44,0.831595523945772,0.216145646698068
"GO:0090025","regulation of monocyte chemotaxis","BP",23,5,5,0.910987674162592,0.937897978402135
"GO:0090027","negative regulation of monocyte chemotaxis","BP",6,1,1,0.90497510768303,0.920175795894394
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",113,45,37,0.0586936706867075,0.676484142906155
"GO:0097529","myeloid leukocyte migration","BP",184,71,48,0.0449696335384583,0.993924403408202
"GO:1900115","extracellular regulation of signal transduction","BP",11,6,3,0.109080682961197,0.78767102192613
"GO:1900116","extracellular negative regulation of signal transduction","BP",11,6,3,0.109080682961197,0.78767102192613
"GO:0016925","protein sumoylation","BP",62,25,20,0.11770029371273,0.68246750165543
"GO:0033233","regulation of protein sumoylation","BP",21,9,6,0.212831232729395,0.782183559727093
"GO:0033235","positive regulation of protein sumoylation","BP",12,5,4,0.343150489536964,0.6363642485289
"GO:0032388","positive regulation of intracellular transport","BP",184,62,66,0.384359864987957,0.360364245361997
"GO:0051222","positive regulation of protein transport","BP",265,88,99,0.417210282463546,0.167150009730805
"GO:0090316","positive regulation of intracellular protein transport","BP",146,46,54,0.626320065267648,0.27926625467131
"GO:1903214","regulation of protein targeting to mitochondrion","BP",44,14,15,0.591532003767267,0.572395793739277
"GO:1903533","regulation of protein targeting","BP",75,26,21,0.381481724665318,0.902708077736013
"GO:1903747","regulation of establishment of protein localization to mitochondrion","BP",48,16,15,0.501682287318772,0.725123353500826
"GO:1903749","positive regulation of establishment of protein localization to mitochondrion","BP",37,12,13,0.562192689949308,0.523021374439155
"GO:1903829","positive regulation of protein localization","BP",415,146,151,0.124725187950011,0.205577672911393
"GO:1903955","positive regulation of protein targeting to mitochondrion","BP",34,11,13,0.568715175917762,0.378250336467032
"GO:1904951","positive regulation of establishment of protein localization","BP",281,94,103,0.379539428198311,0.226547998999183
"GO:0006399","tRNA metabolic process","BP",196,59,76,0.781537173152835,0.110257356654736
"GO:0006418","tRNA aminoacylation for protein translation","BP",41,18,14,0.0826154148554797,0.570897254949386
"GO:0006432","phenylalanyl-tRNA aminoacylation","BP",4,1,0,0.791738640788091,1
"GO:0034660","ncRNA metabolic process","BP",594,187,215,0.709164384829186,0.182186367093666
"GO:0043038","amino acid activation","BP",45,20,14,0.061560001411006,0.728411118620123
"GO:0043039","tRNA aminoacylation","BP",44,19,14,0.0885435336496479,0.692747192700446
"GO:0051262","protein tetramerization","BP",75,18,26,0.95746164557969,0.522404417366127
"GO:0051290","protein heterotetramerization","BP",13,0,4,1,0.70573072623248
"GO:0051291","protein heterooligomerization","BP",22,1,5,0.999822233872938,0.920019650345472
"GO:0000041","transition metal ion transport","BP",79,29,32,0.242460653534753,0.151364036815704
"GO:0001408","guanine nucleotide transport","BP",7,1,4,0.935815109010569,0.189656236847312
"GO:0006022","aminoglycan metabolic process","BP",95,32,32,0.435795771940318,0.594883442474822
"GO:0006023","aminoglycan biosynthetic process","BP",64,25,18,0.158658737135344,0.883701859987035
"GO:0006024","glycosaminoglycan biosynthetic process","BP",62,25,17,0.11770029371273,0.90333224614011
"GO:0006820","monoatomic anion transport","BP",116,42,37,0.219459442243532,0.744263860876002
"GO:0006826","iron ion transport","BP",46,18,17,0.206528794263918,0.409607639432261
"GO:0006835","dicarboxylic acid transport","BP",70,25,29,0.319423379343074,0.132182076766507
"GO:0006855","xenobiotic transmembrane transport","BP",15,3,9,0.909764032957394,0.0375584302178545
"GO:0006862","nucleotide transport","BP",38,12,17,0.605576737519052,0.120979365983785
